screen_size,rear_camera_mp,front_camera_mp,ram,battery,weight,normalized_used_price
10.29,5.0,0.3,4.0,1800.0,150.0,3.921775297
10.16,3.15,0.3,4.0,1300.0,116.0,3.385745277
5.28,3.15,0.3,4.0,750.0,98.0,3.314549575
5.18,2.0,0.3,0.25,750.0,95.0,3.601413428
5.18,0.3,0.3,0.25,850.0,77.9,1.617406082
5.18,2.0,0.3,4.0,850.0,85.0,2.335052283
12.93,8.0,2.0,4.0,3400.0,182.0,4.742755849
12.7,5.0,0.3,4.0,3000.0,162.0,4.162781724
10.16,5.0,0.3,4.0,2000.0,130.0,3.56671182
17.78,0.3,0.3,4.0,2000.0,285.0,3.994708372
10.29,5.0,0.3,4.0,1700.0,103.0,3.268808194
7.75,0.3,0.3,4.0,1300.0,100.0,3.02431973
12.7,8.0,1.3,4.0,2150.0,126.0,4.411706789
12.7,8.0,2.0,4.0,2000.0,128.0,3.943134
10.29,8.0,2.0,4.0,2000.0,116.0,4.222884351
10.29,8.0,0.3,4.0,1700.0,110.0,3.998384171
5.18,2.0,0.3,4.0,1000.0,89.0,2.83085763
12.7,13.1,2.0,4.0,2500.0,125.0,4.004055091
12.83,8.0,2.0,4.0,2500.0,189.0,4.234251422
10.29,5.0,0.3,4.0,1800.0,130.0,3.715277928
10.16,5.0,0.3,4.0,1400.0,136.5,3.711618941
12.7,5.0,0.3,4.0,1800.0,162.0,3.912422925
10.29,5.0,0.3,4.0,1800.0,157.0,3.937495801
10.16,5.0,0.3,4.0,1300.0,110.0,3.557346064
7.75,2.0,0.3,4.0,1300.0,100.0,3.215670694
10.34,13.0,1.3,4.0,2000.0,117.4,4.793805105
15.24,13.0,2.0,4.0,3400.0,177.6,4.55744945
10.34,8.0,1.3,4.0,2000.0,110.0,3.643620548
10.24,5.0,0.3,4.0,1700.0,96.0,3.156148995
7.75,2.0,0.3,0.25,1300.0,118.0,2.842581094
12.7,13.1,2.1,4.0,2000.0,130.0,4.674696249
7.75,3.15,0.3,0.25,1400.0,108.0,3.526654599
10.16,5.0,0.3,4.0,1500.0,119.5,3.609294975
12.7,5.0,0.3,4.0,2500.0,163.0,3.667144962
11.81,8.0,1.3,4.0,1800.0,115.0,3.54702783
11.84,8.0,2.0,4.0,1800.0,109.0,3.996731733
7.75,2.0,0.3,0.25,1400.0,118.0,3.63968921
7.75,3.15,0.3,4.0,1400.0,122.0,3.387774361
10.16,5.0,0.3,4.0,1400.0,136.5,3.756538103
10.29,5.0,0.3,4.0,1800.0,139.0,4.123093976
12.7,8.0,1.3,4.0,2500.0,135.0,4.234541193
12.7,12.0,1.0,4.0,2500.0,130.0,4.812997033
12.7,8.0,0.3,4.0,2500.0,135.0,4.365643155
15.29,12.0,8.0,4.0,4000.0,168.0,4.491441421
15.29,12.0,16.0,4.0,3000.0,210.0,4.930870326
15.24,13.0,13.0,4.0,3050.0,156.0,5.185540529
12.83,13.0,13.0,4.0,3000.0,143.6,4.829273277
12.7,8.0,8.0,4.0,2500.0,145.0,4.050044303
12.83,13.0,13.0,4.0,3000.0,167.5,5.181839728
12.83,16.0,8.0,4.0,3000.0,144.0,4.863758098
15.24,13.0,5.0,4.0,5020.0,209.8,4.617395156
12.83,13.0,5.0,4.0,3150.0,147.6,4.534425781
12.7,13.0,5.0,4.0,2350.0,128.0,4.628984364
12.7,13.0,5.0,4.0,2350.0,128.0,4.323205074
12.7,8.0,5.0,4.0,2400.0,137.0,4.072439727
12.83,13.0,5.0,4.0,3150.0,155.3,4.649952329
12.83,13.0,5.0,4.0,3150.0,155.3,4.277915338
10.34,8.0,5.0,4.0,2000.0,143.0,3.860519163
12.7,5.0,2.0,4.0,2000.0,153.0,3.663561646
12.7,8.0,5.0,4.0,4000.0,200.0,4.052654135
10.29,5.0,0.3,4.0,1700.0,118.5,3.529004086
12.7,8.0,5.0,4.0,3140.0,154.0,3.983971505
12.83,13.0,5.0,4.0,6000.0,212.0,4.720550337
10.29,5.0,2.0,4.0,4000.0,156.5,3.716737782
12.7,13.0,5.0,4.0,2100.0,130.0,4.308110952
10.29,8.0,2.0,4.0,1850.0,135.5,4.266756065
15.24,24.0,8.0,4.0,3500.0,204.4,5.053439323
10.16,3.15,0.3,4.0,1400.0,118.5,3.564449376
10.29,5.0,0.3,4.0,1800.0,150.0,3.664074335
10.16,3.15,0.3,4.0,1350.0,119.8,3.268808194
12.7,8.0,2.0,4.0,1920.0,149.7,3.809103951
12.83,8.0,2.0,4.0,2400.0,146.4,3.957760897
10.34,16.0,4.0,4.0,2200.0,139.2,4.326249619
10.36,8.0,5.0,4.0,2050.0,97.0,3.852485293
10.16,5.0,0.3,4.0,1420.0,110.0,3.276389731
12.7,8.0,2.0,4.0,2000.0,156.2,3.89324785
10.34,8.0,2.0,4.0,1750.0,98.9,3.971988587
10.16,5.0,0.3,4.0,1500.0,118.7,3.462292481
12.7,13.0,5.0,4.0,2300.0,129.0,4.421728002
10.34,13.0,2.0,4.0,2100.0,143.1,4.414009681
12.83,16.0,8.0,4.0,2500.0,150.5,5.009301071
12.7,13.0,5.0,4.0,2500.0,143.5,4.045504397
17.78,0.3,0.3,4.0,3000.0,402.0,4.378144107
23.04,2.0,0.3,4.0,8000.0,645.4,4.829992328
17.78,0.3,0.3,4.0,3000.0,282.0,3.880738715
20.32,2.0,0.3,4.0,4400.0,472.4,4.629472479
17.78,0.3,0.3,4.0,3000.0,289.0,4.197953545
18.01,5.0,2.0,4.0,4000.0,374.0,4.292375413
18.01,5.0,0.3,4.0,4000.0,357.0,4.324662317
5.18,0.08,2.0,4.0,1000.0,80.0,2.630448955
11.81,8.0,1.0,4.0,2100.0,131.9,4.338988645
10.24,5.0,0.3,4.0,1700.0,153.7,3.568969157
11.76,5.0,0.3,4.0,1700.0,147.7,3.655064106
10.29,8.0,2.0,4.0,3000.0,147.7,4.137563681
12.7,13.0,5.0,4.0,2000.0,129.4,4.589447226
7.75,2.0,0.3,4.0,1200.0,110.6,3.360028105
10.16,3.15,0.3,4.0,1700.0,137.7,3.510350696
10.29,5.0,0.3,4.0,1800.0,142.0,3.743841012
10.34,8.0,2.0,4.0,1800.0,143.0,4.34549231
10.34,8.0,2.0,4.0,1800.0,124.9,3.606584211
12.78,8.0,1.0,4.0,3000.0,176.9,4.033000932
5.28,2.0,0.3,4.0,1280.0,113.6,2.915606229
7.75,2.0,0.3,0.25,1500.0,122.7,3.314549575
10.29,8.0,1.0,4.0,2100.0,140.7,4.035478809
25.43,2.0,0.3,4.0,3830.0,500.0,4.672641901
20.32,2.0,0.3,4.0,3210.0,369.0,4.154655409
17.78,2.0,0.3,4.0,2980.0,295.0,4.082777926
17.78,2.0,0.3,4.0,2980.0,313.0,2.888147063
17.78,2.0,0.3,4.0,2100.0,337.0,4.157319361
15.24,2.0,0.3,4.0,2100.0,290.0,3.998751009
10.34,13.0,2.1,4.0,2400.0,160.0,4.216857137
17.78,1.3,0.3,4.0,2000.0,303.0,3.925728652
17.78,5.0,0.3,4.0,2000.0,345.0,4.261693475
25.53,8.0,7.0,4.0,3969.0,456.0,4.937060513
18.01,8.0,7.0,4.0,5124.0,300.5,4.794632851
30.71,12.0,7.0,4.0,9720.0,631.0,5.808022363
27.94,12.0,7.0,4.0,7812.0,468.0,6.158968531
15.37,12.0,7.0,4.0,3174.0,208.0,5.57059388
12.9,12.0,7.0,4.0,2658.0,177.0,5.583458714
15.27,12.0,7.0,4.0,2942.0,194.0,5.492649836
23.04,8.0,1.2,4.0,5493.0,469.0,4.923478452
12.9,12.0,7.0,4.0,2716.0,174.0,4.522114611
12.83,12.0,7.0,4.0,2691.0,202.0,5.175414999
10.34,12.0,7.0,4.0,1821.0,148.0,5.120684799
30.71,12.0,7.0,4.0,2256.0,677.0,5.759185645
25.53,12.0,7.0,4.0,8134.0,469.0,5.2907891
23.04,8.0,1.2,4.0,8827.0,469.0,4.669458676
12.83,12.0,7.0,4.0,2900.0,188.0,4.750568389
10.34,12.0,7.0,4.0,1960.0,138.0,4.68111219
23.04,12.0,5.0,4.0,7306.0,437.0,5.37347122
10.16,12.0,1.2,4.0,1624.0,113.0,4.437461342
12.83,12.0,5.0,4.0,2750.0,192.0,4.633077139
10.34,12.0,5.0,4.0,1715.0,143.0,5.170370352
30.71,8.0,1.2,4.0,3937.0,713.0,5.558872303
18.01,8.0,1.2,4.0,5124.0,299.0,4.463145686
23.04,8.0,1.2,4.0,7340.0,437.0,4.591983624
18.01,5.0,1.2,4.0,6470.0,331.0,4.37298589
12.83,8.0,1.2,4.0,2915.0,172.0,4.25177557
10.34,8.0,1.2,4.0,1810.0,129.0,3.93064847
23.04,5.0,1.2,4.0,8600.0,469.0,4.628398312
18.01,5.0,1.2,4.0,6470.0,331.0,4.42208834
10.16,8.0,1.2,4.0,1560.0,112.0,3.879706404
10.16,8.0,1.2,4.0,1510.0,132.0,4.666359354
16.23,8.0,16.0,4.0,3400.0,166.0,4.573576314
17.4,8.0,5.0,4.0,5000.0,214.0,4.411828126
15.9,8.0,5.0,4.0,3000.0,162.0,4.289637185
14.5,8.0,5.0,4.0,2800.0,150.0,4.332573751
12.7,8.0,2.0,4.0,4000.0,210.0,3.976686519
14.55,13.0,5.0,4.0,3100.0,170.0,4.687303016
12.75,13.0,16.0,4.0,3000.0,155.0,5.257599533
25.43,13.0,5.0,4.0,6600.0,510.0,5.225854195
12.75,13.0,16.0,4.0,2950.0,155.0,5.050881123
12.75,8.0,5.0,4.0,3000.0,130.0,4.11038194
12.83,13.0,5.0,4.0,3000.0,167.5,4.244056835
12.7,8.0,3.0,4.0,3500.0,223.0,4.42604352
12.83,13.0,5.0,4.0,3000.0,167.5,4.616209033
12.7,13.0,5.0,4.0,2400.0,160.0,4.322409318
12.83,20.7,8.0,4.0,2950.0,193.0,4.824225391
12.7,13.0,5.0,4.0,2100.0,154.0,4.231784971
12.7,8.0,2.0,4.0,2000.0,160.0,4.306494572
12.7,16.0,8.0,4.0,2700.0,142.0,4.322939892
10.16,5.0,2.0,4.0,1700.0,150.0,3.658162481
20.32,5.0,2.0,4.0,3500.0,150.0,4.333623895
15.34,8.0,2.0,4.0,2800.0,232.0,4.424487286
12.7,8.0,2.0,4.0,2000.0,140.0,4.029094677
10.16,5.0,0.3,4.0,1400.0,115.0,3.336125385
12.7,8.0,2.0,4.0,2000.0,160.0,4.476086033
10.29,5.0,0.3,4.0,1850.0,140.0,3.824065727
13.84,13.0,8.0,4.0,4000.0,150.0,4.383151002
13.84,13.0,5.0,4.0,3000.0,140.0,4.203497876
15.24,13.0,8.0,4.0,4000.0,200.0,4.614724399
12.83,13.0,5.0,4.0,3000.0,140.0,4.194642284
15.21,13.0,8.0,4.0,5000.0,180.0,4.399129543
15.29,13.0,8.0,4.0,3300.0,165.0,4.727299319
15.29,13.0,8.0,4.0,3300.0,165.0,5.152597712
15.24,13.0,8.0,4.0,3300.0,168.0,4.548599834
12.83,13.0,8.0,4.0,4000.0,150.0,4.573576314
12.88,13.0,8.0,4.0,4130.0,160.0,4.465103197
12.83,13.0,8.0,4.0,3600.0,175.0,4.935049307
12.83,13.0,8.0,4.0,3300.0,165.0,4.993828176
12.83,13.0,13.0,4.0,3000.0,144.0,4.57460788
12.83,13.0,13.0,4.0,3000.0,144.0,4.507336826
12.83,16.0,8.0,4.0,3000.0,147.0,4.608464753
12.83,16.0,8.0,4.0,3000.0,144.0,4.600559573
12.75,13.0,8.0,4.0,4100.0,156.0,4.677490848
12.83,13.0,8.0,4.0,5000.0,181.0,4.739089004
12.83,16.0,16.0,4.0,5000.0,181.0,4.999911331
12.83,13.0,8.0,4.0,5000.0,181.0,4.342895917
18.01,13.0,5.0,4.0,4680.0,168.0,4.841901011
12.83,13.0,5.0,4.0,3000.0,168.0,4.456902169
12.7,13.0,5.0,4.0,2650.0,120.0,4.08311508
12.75,13.0,8.0,4.0,5000.0,175.0,4.258587006
23.04,8.0,5.0,4.0,7800.0,490.0,5.172584061
12.88,23.0,8.0,4.0,3300.0,170.0,5.034807446
12.83,13.0,13.0,4.0,5000.0,170.0,4.967379785
15.47,5.0,2.0,4.0,3480.0,270.0,4.082103276
18.01,8.0,2.0,4.0,4680.0,320.0,4.837709459
12.7,13.0,5.0,4.0,2600.0,150.0,4.137882864
12.83,16.0,8.0,4.0,4100.0,175.0,4.392348184
12.83,16.0,8.0,4.0,3000.0,151.0,4.462453884
23.04,8.0,5.0,4.0,7800.0,490.0,5.092522454
23.04,8.0,5.0,4.0,5900.0,430.0,5.008900457
12.75,13.0,5.0,4.0,4130.0,148.0,4.487062098
12.83,13.0,8.0,4.0,3000.0,150.0,4.333755086
12.75,16.0,8.0,4.0,2600.0,144.0,4.911477723
12.75,13.0,5.0,4.0,4100.0,158.4,4.388257184
15.44,23.0,8.0,4.0,4600.0,233.0,5.054141682
12.88,23.0,8.0,4.0,3000.0,170.0,4.749443675
12.83,16.0,8.0,4.0,3000.0,155.0,4.670021158
12.83,13.0,5.0,4.0,5000.0,202.0,4.446760449
10.29,8.0,2.0,4.0,2070.0,135.0,3.87036733
10.29,5.0,0.3,4.0,2070.0,125.0,3.822973189
12.83,8.0,5.0,4.0,3010.0,160.0,4.210645018
12.7,8.0,5.0,4.0,2500.0,153.0,3.985273467
10.29,5.0,0.3,4.0,1600.0,133.5,3.822973189
12.7,8.0,2.0,4.0,2070.0,140.0,3.994708372
12.83,13.0,5.0,4.0,3000.0,170.1,4.421367533
12.83,13.0,5.0,4.0,3000.0,185.0,4.787658396
25.43,5.0,2.0,4.0,4890.0,510.0,4.783483721
12.7,8.0,2.0,4.0,2070.0,135.0,3.8019849
12.83,13.0,5.0,4.0,5000.0,202.0,4.658521361
12.83,13.0,5.0,4.0,3000.0,170.0,4.799502655
15.24,13.0,5.0,4.0,3000.0,190.0,4.457018145
15.24,13.0,5.0,4.0,3000.0,190.0,4.309590341
12.83,13.0,5.0,4.0,3000.0,170.0,4.657762636
12.7,8.0,5.0,4.0,2040.0,140.0,4.358374106
12.7,13.0,5.0,4.0,2400.0,140.0,4.450736133
17.78,8.0,2.0,4.0,3500.0,272.0,4.565389316
12.7,8.0,2.0,4.0,2500.0,155.1,4.193435465
12.83,13.0,8.0,4.0,3030.0,156.0,4.337421451
20.32,5.0,2.0,4.0,4000.0,350.0,4.529476342
17.78,5.0,0.3,4.0,3450.0,265.0,4.135166557
12.83,13.0,13.0,4.0,3000.0,170.0,4.831986983
12.7,8.0,2.0,4.0,2500.0,155.0,3.777119243
12.83,13.0,5.0,4.0,3000.0,170.0,4.547223226
12.83,13.0,5.0,4.0,3000.0,170.0,4.75272775
17.78,5.0,2.0,4.0,3950.0,299.0,4.703928958
10.29,5.0,0.3,4.0,2100.0,150.0,3.678829118
17.78,5.0,2.0,4.0,3950.0,280.0,4.518195172
12.83,13.0,5.0,4.0,3000.0,185.0,4.271932712
12.7,8.0,5.0,4.0,2500.0,140.0,4.17699924
12.7,8.0,0.3,4.0,2500.0,160.0,3.523119986
25.43,5.0,0.3,4.0,5000.0,525.0,4.727387819
10.29,5.0,2.0,4.0,2060.0,148.8,4.219654753
17.78,5.0,2.0,4.0,3950.0,279.0,4.191773708
17.78,5.0,2.0,4.0,3950.0,269.0,4.226249633
12.7,8.0,2.0,4.0,2110.0,145.0,4.397653891
10.29,8.0,0.3,4.0,1750.0,134.0,3.976123931
20.32,5.0,1.2,4.0,4000.0,299.0,4.597541159
20.32,5.0,2.0,4.0,4000.0,320.0,4.494015137
17.78,5.0,2.0,4.0,3950.0,295.0,4.357990057
20.32,5.0,2.0,4.0,2865.0,328.0,4.374624305
17.78,2.0,0.3,4.0,2865.0,299.0,4.151197374
17.78,5.0,2.0,4.0,2865.0,299.0,4.252202647
25.43,5.0,1.2,4.0,6600.0,595.0,5.262690189
25.43,2.0,0.3,4.0,5000.0,550.0,4.811126886
17.78,2.0,0.3,4.0,3910.0,290.0,4.073971772
12.7,13.0,2.0,4.0,2300.0,150.0,4.474377896
12.7,13.0,2.0,4.0,2300.0,150.0,4.700207601
12.7,13.0,2.0,4.0,2400.0,145.0,4.242620879
10.34,13.0,1.2,4.0,1820.0,126.0,5.494952658
15.24,13.0,2.0,4.0,3230.0,196.0,4.419924358
15.24,13.0,2.0,4.0,3300.0,196.0,4.567468319
12.7,8.0,2.0,4.0,2110.0,145.0,3.75630443
12.7,8.0,2.0,4.0,2110.0,145.0,4.253482784
10.16,5.0,0.3,4.0,2865.0,115.0,4.012411179
10.29,5.0,2.0,4.0,2060.0,150.0,4.365388994
10.16,8.0,2.0,4.0,1170.0,116.0,4.284551613
10.24,8.0,2.0,4.0,1500.0,105.0,4.594210346
12.7,13.0,2.0,4.0,2400.0,145.0,5.187720945
25.43,2.0,1.2,4.0,5070.0,522.0,4.59036107
20.32,5.0,1.2,4.0,3950.0,350.0,4.469694046
17.78,5.0,1.2,4.0,3950.0,328.0,4.584252938
17.78,5.0,1.2,4.0,3950.0,290.0,4.400480313
15.24,8.0,1.2,4.0,3200.0,210.0,4.730392151
25.43,5.0,1.2,4.0,3950.0,585.0,5.275355755
17.78,2.0,0.3,4.0,3950.0,302.0,4.327834406
17.78,5.0,1.2,4.0,3950.0,302.0,4.273605886
17.78,3.15,1.2,4.0,4270.0,340.0,4.226541732
12.7,13.0,2.0,4.0,2400.0,141.0,5.698535399
25.43,5.0,1.2,4.0,3950.0,580.0,4.987912407
17.78,1.0,1.2,4.0,4270.0,370.0,4.162781724
12.75,13.0,8.0,4.0,5000.0,168.0,4.961094849
10.29,8.0,0.3,4.0,1840.0,128.0,3.925136645
12.7,13.0,2.0,4.0,2520.0,135.0,4.12341781
10.29,13.0,2.0,4.0,2100.0,119.0,4.287166354
10.29,8.0,2.0,4.0,2000.0,135.0,3.930255774
12.83,12.0,8.0,4.0,4000.0,167.0,4.578518155
12.83,13.0,8.0,4.0,3000.0,178.0,4.475175389
10.29,12.0,8.0,4.0,3500.0,180.0,4.682131227
12.83,21.0,8.0,4.0,3000.0,165.0,5.008098746
12.75,13.0,8.0,4.0,2610.0,135.0,4.346269915
12.8,18.0,2.0,4.0,3410.0,192.0,4.513054897
12.7,8.0,2.0,4.0,2800.0,170.0,4.085471984
7.75,13.0,2.0,4.0,2500.0,178.0,4.250350663
7.65,8.0,2.0,4.0,2100.0,140.0,4.214495163
10.29,13.0,2.0,4.0,3450.0,196.0,4.335982696
7.75,8.0,2.0,4.0,2515.0,177.0,3.798406279
12.7,5.0,1.1,4.0,2500.0,164.0,3.739572568
10.21,8.0,2.0,4.0,1800.0,140.0,4.549128795
12.7,8.0,2.0,4.0,2880.0,170.0,4.085640122
5.28,5.0,2.0,0.25,1450.0,120.0,4.852264611
7.65,5.0,2.0,4.0,2180.0,120.0,3.602776755
10.21,8.0,2.0,4.0,1800.0,137.5,4.014940539
7.65,8.0,2.0,4.0,2100.0,139.0,3.969725716
12.88,12.0,5.0,4.0,4180.0,165.0,4.042700329
12.88,13.0,5.0,4.0,3180.0,167.5,4.55008022
12.83,13.0,8.0,4.0,6180.0,167.5,4.422208424
12.7,13.0,5.0,4.0,2800.0,169.0,3.196221134
12.7,13.0,5.0,4.0,2800.0,176.0,4.132282402
12.7,13.0,2.0,4.0,2800.0,176.0,3.04594999
12.88,13.0,5.0,4.0,3000.0,174.0,4.099497927
12.7,13.0,8.0,4.0,3000.0,152.0,4.715995741
12.7,8.0,2.0,4.0,2000.0,150.0,3.917010547
12.83,13.0,5.0,4.0,3150.0,142.6,4.541591204
15.24,24.0,8.0,4.0,3500.0,207.0,4.646695933
15.24,8.0,2.0,4.0,3000.0,177.0,4.243339115
12.7,8.0,2.0,4.0,5000.0,180.0,3.995260604
12.7,5.0,0.3,4.0,2000.0,156.0,3.916015027
12.7,8.0,2.0,4.0,2100.0,154.0,3.903990834
10.36,8.0,5.0,4.0,2100.0,97.0,3.827771453
15.24,13.0,5.0,4.0,3200.0,177.0,4.159195535
12.7,13.0,5.0,4.0,2200.0,164.0,4.356452384
17.78,5.0,2.0,4.0,3000.0,299.0,4.373112017
10.16,3.15,0.3,4.0,1400.0,106.0,3.064325065
12.7,8.0,2.0,4.0,2200.0,139.0,4.260000234
12.7,8.0,2.0,4.0,2000.0,166.0,4.001315113
12.7,5.0,0.3,4.0,1800.0,170.0,3.798630318
12.7,13.0,5.0,4.0,2300.0,129.0,4.394819456
12.7,8.0,2.0,4.0,2000.0,136.0,4.027670429
12.83,16.0,8.0,4.0,2500.0,152.0,4.694919478
15.24,8.0,2.0,4.0,3000.0,206.0,4.038831852
10.29,3.15,0.3,4.0,1800.0,135.0,3.301008654
7.75,1.3,2.0,0.25,1300.0,101.0,3.268808194
12.7,8.0,2.0,4.0,2000.0,155.0,4.235265253
12.7,3.15,2.0,4.0,2100.0,174.0,3.713572067
12.83,8.0,2.0,4.0,2350.0,166.0,3.936130081
10.29,8.0,2.0,4.0,3000.0,149.0,4.224202549
10.36,8.0,5.0,4.0,2000.0,135.0,4.057507672
20.32,5.0,5.0,4.0,4500.0,404.0,4.431649785
10.34,8.0,5.0,4.0,1800.0,109.0,3.768614422
12.7,13.0,5.0,4.0,2000.0,133.0,4.504244267
12.7,12.0,2.0,4.0,2000.0,144.0,4.24506078
10.34,8.0,2.0,4.0,1800.0,125.0,3.586569835
12.7,13.0,5.0,4.0,2020.0,128.0,4.220242729
12.7,5.0,0.3,4.0,2000.0,155.0,3.621938048
10.16,5.0,0.3,4.0,1600.0,124.0,3.670460869
12.7,12.0,5.0,4.0,2500.0,158.0,4.0084235
12.83,5.0,0.3,4.0,2250.0,184.0,3.664842876
5.08,1.3,0.3,0.25,820.0,80.0,2.212660385
5.08,0.3,0.3,0.25,820.0,80.0,1.53686722
5.28,1.3,0.3,0.25,820.0,90.0,2.337952237
12.7,5.0,0.3,4.0,2000.0,128.0,3.555348061
10.16,3.15,0.3,4.0,1500.0,128.0,3.215269329
7.75,2.0,0.3,0.25,1000.0,105.0,2.714694744
10.29,5.0,0.3,4.0,2000.0,144.0,3.847377812
10.16,5.0,0.3,4.0,1600.0,137.0,3.888549649
12.78,8.0,2.0,4.0,2800.0,190.0,4.27652722
12.7,8.0,2.0,4.0,2000.0,170.0,4.016563185
12.7,5.0,0.3,4.0,2000.0,170.0,3.929666441
7.75,2.0,0.3,0.25,1500.0,120.0,3.405521353
5.28,1.3,0.3,0.25,1400.0,95.0,2.709382646
5.18,0.3,0.3,0.25,820.0,90.0,2.460443178
5.08,1.3,0.3,0.25,620.0,69.0,2.23644529
12.88,12.0,5.0,4.0,2600.0,220.0,4.199755077
12.7,13.0,5.0,4.0,2000.0,145.0,4.192076051
10.34,8.0,2.0,4.0,1800.0,125.0,3.581572601
12.78,8.0,2.0,4.0,2200.0,210.0,4.004602187
12.88,8.0,1.3,4.0,2800.0,243.0,4.416186486
10.29,8.0,1.3,4.0,1800.0,148.0,4.153242203
10.29,5.0,0.3,4.0,1800.0,145.0,4.231784971
14.35,12.0,8.0,4.0,3100.0,168.0,5.086608193
14.35,12.0,8.0,4.0,3100.0,163.0,4.579339426
12.83,12.0,8.0,4.0,3400.0,183.0,4.464067345
12.75,12.0,8.0,4.0,3100.0,165.0,4.472552661
12.75,8.0,5.0,4.0,3100.0,155.0,4.286753954
12.75,13.0,5.0,4.0,3100.0,155.0,4.279024447
12.83,12.0,8.0,4.0,3400.0,183.0,4.722508678
12.75,12.0,8.0,4.0,3100.0,165.0,4.511189123
12.75,12.0,8.0,4.0,3100.0,158.0,4.784821514
12.75,16.0,8.0,4.0,3100.0,153.0,4.623501143
12.7,8.0,5.0,4.0,3080.0,140.0,4.054563692
12.7,13.0,5.0,4.0,3080.0,140.0,4.606369467
12.7,16.0,5.0,4.0,3050.0,139.0,4.653579325
12.7,16.0,8.0,4.0,3200.0,145.0,4.3447141
12.7,13.0,5.0,4.0,2850.0,139.0,4.604670061
12.7,13.0,5.0,4.0,2900.0,148.0,4.432719749
12.7,13.0,5.0,4.0,3120.0,144.0,4.733827218
12.83,13.0,5.0,4.0,3620.0,162.0,4.765331338
10.29,8.0,5.0,4.0,2470.0,115.0,4.127295662
25.43,5.0,2.0,4.0,7280.0,470.0,4.484018984
10.16,8.0,1.3,4.0,1800.0,173.8,4.069710281
5.18,2.0,8.0,4.0,2300.0,130.0,3.853121898
12.7,13.0,8.0,4.0,5000.0,218.0,4.969743853
10.34,8.0,2.0,4.0,4000.0,200.0,4.202301704
12.75,16.0,8.0,4.0,4500.0,250.0,4.777020443
10.34,13.0,5.0,4.0,3800.0,153.0,5.260511652
10.29,5.0,2.0,4.0,3000.0,181.0,4.81818259
10.34,8.0,2.0,4.0,3000.0,185.0,4.618875833
5.08,2.0,2.0,4.0,1000.0,101.0,3.151453149
10.34,8.0,0.3,4.0,2630.0,185.0,4.306898912
10.16,5.0,0.3,4.0,2000.0,170.0,3.486151088
5.13,3.15,0.3,0.25,1150.0,136.0,4.149621578
5.08,2.0,0.3,4.0,1300.0,161.0,3.193763124
10.16,5.0,1.3,4.0,1400.0,122.0,3.662792119
10.16,5.0,1.3,4.0,1400.0,122.0,3.493776563
10.16,5.0,1.3,4.0,1400.0,122.0,3.654288009
12.7,8.0,2.0,4.0,1400.0,149.0,4.085640122
12.7,5.0,0.3,4.0,1400.0,147.0,3.950281718
10.16,3.15,1.3,0.25,1400.0,115.3,3.028683374
10.29,8.0,1.3,4.0,2000.0,130.0,3.537184091
7.75,3.15,0.3,4.0,1400.0,102.0,2.68988623
10.29,5.0,1.3,4.0,1400.0,78.2,3.693120448
12.7,5.0,0.3,4.0,1400.0,140.0,3.758172281
10.29,5.0,1.3,4.0,1400.0,140.0,3.765608987
7.75,3.15,0.3,0.25,1400.0,140.0,2.911807039
7.75,1.3,0.3,0.25,1200.0,140.0,2.466403178
5.18,1.3,0.3,0.25,1800.0,140.0,2.333114298
5.28,1.3,0.3,0.25,1400.0,140.0,2.063058062
5.23,1.3,0.3,0.25,1400.0,140.0,2.242835089
5.23,0.3,0.3,0.25,1400.0,140.0,2.315501318
12.7,8.0,1.3,4.0,1400.0,140.0,3.898532415
10.16,3.15,0.3,0.25,1400.0,140.0,2.800325477
10.16,3.15,0.3,0.25,1400.0,140.0,3.116621591
7.75,1.3,0.3,0.25,1400.0,140.0,2.884800713
12.7,12.0,3.0,4.0,1400.0,177.0,4.035478809
10.16,5.0,0.3,0.25,1400.0,140.0,3.171784217
10.34,8.0,0.3,0.25,1400.0,140.0,4.312408568
10.16,2.0,0.3,0.25,1200.0,140.0,2.85819286
7.75,2.0,0.3,0.25,1200.0,140.0,2.877511642
5.18,1.3,0.3,0.25,1800.0,140.0,2.35991016
5.18,1.3,0.3,0.25,1500.0,140.0,2.429217744
5.23,1.3,0.3,0.25,1400.0,140.0,2.621038824
5.23,1.3,0.3,0.25,3000.0,140.0,2.584751985
11.76,5.0,0.3,0.25,1400.0,140.0,4.335720882
11.76,8.0,0.3,0.25,1400.0,140.0,4.493791598
7.75,3.15,0.3,0.25,1400.0,98.0,4.187075661
12.83,12.0,13.0,4.0,3200.0,152.0,4.564348191
12.7,13.0,8.0,4.0,2500.0,148.0,4.132121927
12.83,13.0,8.0,4.0,4060.0,167.0,4.443004135
12.7,13.0,8.0,4.0,2500.0,148.0,4.527532916
12.83,16.0,8.0,4.0,4070.0,168.0,4.53464042
12.83,8.0,8.0,4.0,3050.0,170.0,4.231784971
12.83,13.0,8.0,4.0,4010.0,173.4,4.55039716
12.83,8.0,8.0,4.0,2500.0,143.0,4.201553369
12.83,8.0,8.0,4.0,2500.0,143.0,4.207226719
12.83,13.0,5.0,4.0,2500.0,163.0,4.146146061
12.83,13.0,5.0,4.0,3000.0,168.0,4.107096246
12.83,13.0,5.0,4.0,2800.0,170.0,4.91125685
12.7,8.0,2.0,4.0,2000.0,125.0,4.046553898
