Customer ID,Tenure,Phone Service,Contract,Paper Less Billing,Payment Method,Monthly Charges,Total Charges,Churn
2682-KEVRP,22,Yes,One year,Yes,Mailed check,20.04999924,417,No
2480-JZOSN,1,Yes,Month-to-month,Yes,Mailed check,20.64999962,20.64999962,No
0078-XZMHT,72,Yes,Two year,Yes,Bank transfer (automatic),85.15000153,6316.200195,No
5896-NPFWW,3,Yes,Month-to-month,Yes,Electronic check,50.15000153,168.1499939,Yes
9978-HYCIN,47,Yes,One year,Yes,Bank transfer (automatic),84.94999695,4018.050049,No
8338-QIUNR,72,Yes,Two year,Yes,Credit card (automatic),66.5,4811.600098,No
1525-LNLOJ,66,Yes,Two year,Yes,Bank transfer (automatic),63.29999924,4189.700195,No
9450-TRJUU,35,Yes,Month-to-month,No,Electronic check,83.15000153,2848.449951,No
1766-GKNMI,29,Yes,Month-to-month,Yes,Electronic check,84.90000153,2516.199951,No
6942-LBFDP,2,Yes,Month-to-month,Yes,Mailed check,20.54999924,33.59999847,No
1456-TWCGB,4,Yes,Month-to-month,No,Mailed check,49.25,208.4499969,No
7133-VBDCG,25,Yes,Month-to-month,Yes,Bank transfer (automatic),79.84999847,2015.349976,Yes
7596-ZYWBB,65,Yes,Two year,Yes,Mailed check,59.59999847,3739.800049,No
8329-UTMVM,27,Yes,One year,Yes,Bank transfer (automatic),104.6500015,2964,No
3014-WJKSM,29,Yes,Month-to-month,Yes,Credit card (automatic),75.30000305,2263.399902,No
3347-YJZZE,29,Yes,Month-to-month,No,Credit card (automatic),80.09999847,2211.800049,No
1029-QFBEN,1,Yes,Month-to-month,No,Mailed check,19.54999924,19.54999924,Yes
7929-DMBCV,20,Yes,Month-to-month,Yes,Mailed check,81,1683.699951,No
9661-JALZV,58,Yes,Two year,Yes,Credit card (automatic),24.70000076,1519,No
5433-KYGHE,14,Yes,Month-to-month,Yes,Mailed check,86,1164.050049,No
4312-KFRXN,72,Yes,Two year,No,Mailed check,25.39999962,1710.900024,No
5575-TPIZQ,46,Yes,Month-to-month,Yes,Credit card (automatic),89.15000153,4245.549805,No
0114-IGABW,71,No,Two year,No,Bank transfer (automatic),58.25,4145.899902,No
9944-AEXBM,32,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65000153,2664.300049,No
1853-ARAAQ,26,No,Month-to-month,Yes,Credit card (automatic),50.34999847,1277.5,No
6952-OMNWB,68,Yes,Month-to-month,Yes,Credit card (automatic),80.34999847,5589.299805,No
4697-LUPSU,2,Yes,One year,No,Mailed check,20.20000076,34.75,No
8434-VGEQQ,61,Yes,Two year,No,Credit card (automatic),20.54999924,1305.949951,No
4952-YSOGZ,4,Yes,Month-to-month,Yes,Electronic check,85.94999695,381.2999878,Yes
1589-AGTLK,3,Yes,Month-to-month,Yes,Electronic check,45.34999847,141.5,Yes
5244-IRFIH,33,Yes,Month-to-month,Yes,Electronic check,94.5,3105.550049,Yes
6549-YMFAW,9,Yes,Month-to-month,Yes,Mailed check,21.25,204.5500031,No
4950-HKQTE,22,Yes,Two year,No,Mailed check,26.25,605.9000244,No
6786-OBWQR,5,Yes,Month-to-month,Yes,Electronic check,80.84999847,356.1000061,No
2684-EIWEO,30,Yes,Month-to-month,No,Credit card (automatic),91.69999695,2758.149902,Yes
2753-JMMCV,65,Yes,Two year,Yes,Credit card (automatic),74.19999695,4805.649902,No
6439-GTPCA,45,Yes,Month-to-month,Yes,Electronic check,87.25,3941.699951,Yes
6621-YOBKI,5,Yes,Month-to-month,No,Mailed check,20.35000038,92.75,No
1216-JWVUX,25,Yes,Month-to-month,Yes,Electronic check,75.5,1901.050049,No
7564-GHCVB,72,Yes,Two year,No,Bank transfer (automatic),79.05000305,5730.700195,No
1173-NOEYG,27,Yes,Month-to-month,No,Bank transfer (automatic),90.15000153,2423.399902,No
7595-EHCDL,32,No,Month-to-month,No,Credit card (automatic),50.59999847,1653.449951,No
6647-ZEDXT,30,Yes,One year,No,Credit card (automatic),110.4499969,3327.050049,No
2521-NPUZR,70,Yes,Two year,No,Credit card (automatic),101,7085.5,No
1307-TVUFB,42,Yes,Month-to-month,Yes,Bank transfer (automatic),79.34999847,3344.100098,No
7503-MIOGA,72,Yes,Two year,Yes,Bank transfer (automatic),89.84999847,6697.350098,No
4381-MHQDC,47,Yes,Two year,Yes,Mailed check,65,2879.899902,No
6923-JHPMP,2,Yes,Month-to-month,Yes,Electronic check,80.44999695,137.1000061,No
5138-WVKYJ,10,Yes,Month-to-month,No,Electronic check,98.55000305,1008.549988,Yes
4018-PPNDW,61,Yes,Two year,Yes,Mailed check,24.10000038,1551.599976,No
1635-FJFCC,5,Yes,Month-to-month,Yes,Credit card (automatic),44.04999924,202.1499939,No
2499-AJYUA,72,Yes,Two year,Yes,Credit card (automatic),110.8000031,7882.25,No
6919-ELBGL,72,Yes,Two year,Yes,Bank transfer (automatic),114.9499969,8196.400391,No
3966-HRMZA,3,Yes,Month-to-month,No,Mailed check,75.05000305,202.8999939,No
6425-JWTDV,48,Yes,Two year,No,Mailed check,19.25,855.0999756,No
8405-IGQFX,63,Yes,One year,Yes,Credit card (automatic),90.05000305,5817,No
8224-IVVPA,27,Yes,Month-to-month,Yes,Mailed check,56.70000076,1652.949951,No
9477-LGWQI,70,Yes,Two year,Yes,Credit card (automatic),80.15000153,5600.149902,No
1410-RSCMR,7,Yes,Month-to-month,Yes,Credit card (automatic),71.34999847,515.75,No
0139-IVFJG,2,Yes,Month-to-month,No,Electronic check,90.34999847,190.5,No
6683-VLCTZ,20,Yes,Month-to-month,Yes,Electronic check,98.55000305,1842.800049,Yes
5730-DBDSI,66,Yes,Two year,No,Bank transfer (automatic),19.70000076,1253.800049,No
0030-FNXPP,3,Yes,Month-to-month,No,Mailed check,19.85000038,57.20000076,No
2189-WWOEW,15,Yes,Month-to-month,Yes,Bank transfer (automatic),85.90000153,1269.550049,Yes
5684-FJVYR,72,Yes,Two year,Yes,Bank transfer (automatic),90.34999847,6563.399902,No
4013-GUXND,1,Yes,Month-to-month,No,Mailed check,20.79999924,20.79999924,No
1894-IGFSG,22,Yes,Month-to-month,No,Electronic check,89.25,1907.849976,Yes
7379-POKDZ,3,Yes,Month-to-month,Yes,Electronic check,70.30000305,208.8500061,Yes
1266-NZYUI,72,Yes,Two year,No,Bank transfer (automatic),66.84999847,4758.799805,No
7969-FFOWG,65,Yes,Two year,No,Mailed check,19.89999962,1292.599976,No
4718-DHSMV,11,No,Month-to-month,Yes,Mailed check,35.79999924,363.1499939,No
5175-WLYXL,22,Yes,Month-to-month,Yes,Mailed check,78.84999847,1600.25,No
7817-OMJNA,14,Yes,One year,No,Bank transfer (automatic),20.39999962,275.7000122,No
8728-SKJLR,41,Yes,Month-to-month,Yes,Electronic check,74.25,3089.100098,No
3137-NYQQI,17,Yes,One year,No,Mailed check,64.80000305,1175.599976,No
7706-DZNKK,11,Yes,Month-to-month,Yes,Credit card (automatic),20.45000076,237.3000031,No
0236-HFWSV,15,Yes,Month-to-month,Yes,Electronic check,93.34999847,1444.650024,Yes
3900-AQPHZ,1,Yes,Month-to-month,No,Mailed check,19.89999962,19.89999962,Yes
5842-POCOP,5,Yes,Month-to-month,Yes,Mailed check,88.90000153,454.1499939,Yes
2037-XJFUP,33,Yes,One year,Yes,Electronic check,95.80000305,3036.75,Yes
8823-RLPWL,72,Yes,Two year,Yes,Credit card (automatic),110.6500015,8065.649902,No
9505-SQFSW,3,No,Month-to-month,No,Mailed check,40.29999924,92.5,No
7314-OXENN,2,Yes,Month-to-month,Yes,Electronic check,82,184.6499939,Yes
3758-CKOQL,59,Yes,One year,Yes,Credit card (automatic),107,6152.299805,No
0322-CHQRU,2,Yes,Month-to-month,No,Electronic check,45.34999847,89.5,Yes
5676-CFLYY,71,Yes,Two year,Yes,Credit card (automatic),73.34999847,5154.5,No
7521-AFHAB,5,Yes,Month-to-month,No,Mailed check,44.79999924,220.4499969,No
0285-INHLN,27,Yes,Month-to-month,Yes,Credit card (automatic),54.75,1510.300049,No
4678-DVQEO,1,Yes,Month-to-month,Yes,Electronic check,52.20000076,52.20000076,Yes
5125-CNDSP,63,No,One year,Yes,Bank transfer (automatic),40.59999847,2588.949951,No
0691-IFBQW,46,Yes,One year,Yes,Electronic check,110,4874.799805,Yes
4992-LTJNE,72,Yes,Two year,No,Bank transfer (automatic),55.29999924,3983.600098,No
2202-OUTMO,34,Yes,Month-to-month,Yes,Bank transfer (automatic),60.84999847,2003.599976,No
0810-BDHAW,24,Yes,One year,No,Electronic check,78.40000153,1832.400024,No
0229-LFJAF,72,Yes,Two year,No,Bank transfer (automatic),69.65000153,4908.25,No
7131-ZQZNK,60,No,Two year,No,Credit card (automatic),59.84999847,3590.199951,No
3442-ZHHCC,68,Yes,One year,Yes,Credit card (automatic),76.90000153,5023,No
5726-CVNYA,8,Yes,Two year,Yes,Mailed check,19.85000038,146.6000061,No
9871-ELEYA,34,Yes,Two year,No,Credit card (automatic),67.65000153,2339.300049,No
4257-GAESD,6,No,Month-to-month,No,Credit card (automatic),45,298.7000122,No
5173-WXOQV,2,Yes,Month-to-month,Yes,Mailed check,64.19999695,143.6499939,No
2040-OBMLJ,31,Yes,One year,No,Credit card (automatic),81.69999695,2548.649902,No
6286-ZHAOK,20,Yes,Month-to-month,Yes,Bank transfer (automatic),25.54999924,507.3999939,No
3807-XHCJH,1,Yes,Month-to-month,No,Electronic check,20,20,No
3009-JWMPU,62,Yes,One year,Yes,Electronic check,96.75,6125.399902,Yes
5671-RQRLP,70,Yes,Two year,Yes,Credit card (automatic),75.65000153,5411.399902,No
1450-GALXR,10,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes
8859-AXJZP,39,Yes,Two year,Yes,Mailed check,23.79999924,903.7999878,No
3174-AKMAS,46,Yes,Two year,Yes,Credit card (automatic),64.19999695,3009.5,No
3138-BKYAV,6,Yes,Month-to-month,Yes,Electronic check,85.34999847,489.4500122,Yes
9926-PJHDQ,72,Yes,Two year,Yes,Bank transfer (automatic),76.80000305,5468.450195,No
7382-DFJTU,18,Yes,Month-to-month,No,Credit card (automatic),55.20000076,1058.099976,No
2798-NYLMZ,71,Yes,Two year,Yes,Credit card (automatic),108.5500031,7616,No
4289-DTDKW,40,Yes,Month-to-month,Yes,Electronic check,101.3000031,4113.100098,Yes
1820-TQVEV,1,Yes,Month-to-month,Yes,Electronic check,69.55000305,69.55000305,Yes
2239-JALAW,58,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.649902,Yes
4853-RULSV,70,Yes,Two year,Yes,Credit card (automatic),104,7250.149902,Yes
8098-TDCBU,42,Yes,Two year,No,Electronic check,25.25,1108.199951,No
3551-GAEGL,34,No,One year,No,Bank transfer (automatic),30.39999962,938.6500244,No
4785-NKHCX,5,Yes,Month-to-month,No,Bank transfer (automatic),20.04999924,94.15000153,No
3196-NVXLZ,25,Yes,Month-to-month,Yes,Mailed check,84.59999847,2088.050049,No
6275-YDUVO,2,Yes,Month-to-month,Yes,Mailed check,86.19999695,178.6999969,Yes
0036-IHMOT,55,Yes,One year,Yes,Bank transfer (automatic),103.6999969,5656.75,No
0115-TFERT,21,Yes,Month-to-month,Yes,Electronic check,111.1999969,2317.100098,Yes
4178-EGMON,70,Yes,Two year,Yes,Credit card (automatic),88,5986.450195,No
4220-TINQT,61,Yes,Month-to-month,Yes,Electronic check,106.3499985,6751.350098,No
5318-YKDPV,43,Yes,Two year,Yes,Credit card (automatic),79.15000153,3566.600098,No
7975-TZMLR,47,Yes,One year,Yes,Electronic check,103.0999985,4889.299805,No
0295-QVKPB,5,Yes,Month-to-month,Yes,Credit card (automatic),63.95000076,318.1000061,No
4335-BSMJS,62,Yes,Two year,Yes,Credit card (automatic),25.79999924,1563.949951,No
2311-QYMUQ,16,Yes,Month-to-month,Yes,Credit card (automatic),89.44999695,1430.25,Yes
3643-AHCFP,7,Yes,Month-to-month,Yes,Bank transfer (automatic),95.59999847,644.3499756,Yes
9146-JRIOX,14,Yes,Month-to-month,No,Mailed check,25.54999924,372.4500122,No
3104-OWCGK,60,Yes,One year,No,Electronic check,90.94999695,5453.399902,Yes
5337-IIWKZ,34,No,Month-to-month,Yes,Electronic check,44.84999847,1442.599976,No
9101-BWFSS,50,Yes,One year,No,Electronic check,108.5500031,5610.700195,Yes
9650-VBUOG,38,Yes,Two year,No,Credit card (automatic),25.04999924,963.9500122,No
3487-EARAT,70,Yes,One year,No,Credit card (automatic),74.09999847,5222.299805,No
2672-TGEFF,37,Yes,Month-to-month,Yes,Electronic check,88.80000305,3340.550049,No
9231-ZJYAM,4,Yes,Month-to-month,Yes,Electronic check,78.84999847,292.7999878,Yes
4250-WAROZ,60,Yes,Month-to-month,Yes,Electronic check,93.25,5774.549805,No
8184-WMOFI,62,Yes,One year,No,Credit card (automatic),71.40000153,4487.299805,No
6982-SSHFK,1,Yes,Month-to-month,No,Mailed check,44.40000153,44.40000153,Yes
6092-QZVPP,36,Yes,Month-to-month,Yes,Credit card (automatic),79.19999695,2854.949951,No
4625-LAMOB,44,Yes,Two year,No,Credit card (automatic),20.39999962,905.5499878,No
0727-BMPLR,55,Yes,One year,Yes,Electronic check,100,5509.299805,Yes
0392-BZIUW,72,Yes,Two year,Yes,Credit card (automatic),105,7589.799805,No
1038-ZAGBI,12,Yes,One year,No,Bank transfer (automatic),19.79999924,229.6000061,Yes
6549-NNDYT,13,No,Month-to-month,Yes,Bank transfer (automatic),30.85000038,394.1000061,No
3027-ZTDHO,1,Yes,Month-to-month,Yes,Electronic check,89.90000153,89.90000153,Yes
0422-OHQHQ,15,Yes,One year,No,Mailed check,20.54999924,295.9500122,No
6916-HIJSE,65,Yes,Two year,Yes,Bank transfer (automatic),84.84999847,5459.200195,No
2316-ESMLS,12,No,One year,No,Credit card (automatic),33.15000153,444.75,No
9778-OGKQZ,72,Yes,Two year,Yes,Credit card (automatic),92,6782.149902,No
7408-OFWXJ,72,Yes,Two year,No,Credit card (automatic),89.80000305,6510.450195,No
6007-TCTST,72,Yes,Two year,Yes,Bank transfer (automatic),115.8000031,8476.5,No
2252-NKNSI,52,Yes,Two year,Yes,Mailed check,85.15000153,4461.850098,No
8713-IGZSO,2,Yes,Month-to-month,No,Mailed check,24.85000038,62,No
7905-TVXTA,5,Yes,Month-to-month,Yes,Electronic check,64.34999847,352.6499939,No
7695-PKLCZ,68,Yes,Two year,No,Credit card (automatic),20.5,1424.900024,No
2382-BCKQJ,62,Yes,One year,Yes,Electronic check,100.1500015,6413.649902,Yes
8374-UULRV,72,Yes,Two year,No,Credit card (automatic),86.05000305,6309.649902,No
2207-NHRJK,1,Yes,Month-to-month,No,Electronic check,50.79999924,50.79999924,Yes
3224-DFQNQ,66,Yes,One year,No,Electronic check,89,5898.600098,No
5275-PMFUT,72,No,Two year,Yes,Credit card (automatic),64.80000305,4719.75,No
4795-UXVCJ,26,Yes,One year,No,Credit card (automatic),19.79999924,457.2999878,No
9777-IQHWP,64,Yes,Two year,No,Bank transfer (automatic),93.40000153,5822.299805,No
0947-MUGVO,20,Yes,Month-to-month,Yes,Electronic check,73.65000153,1463.5,Yes
9944-HKVVB,3,Yes,Month-to-month,Yes,Electronic check,95.09999847,307.3999939,Yes
4124-MMETB,22,Yes,Month-to-month,Yes,Credit card (automatic),94.65000153,2104.550049,Yes
3671-SHRSP,4,Yes,Month-to-month,Yes,Mailed check,80.59999847,319.1499939,Yes
0979-MOZQI,62,No,Two year,Yes,Bank transfer (automatic),39,2337.449951,No
2732-ISEZX,5,Yes,Month-to-month,Yes,Mailed check,20.5,104.3000031,No
3313-QKNKB,59,Yes,One year,No,Electronic check,85.55000305,5084.649902,Yes
0323-XWWTN,3,Yes,Two year,Yes,Mailed check,26.39999962,121.25,No
1937-OTUKY,72,Yes,Two year,Yes,Bank transfer (automatic),98.19999695,7015.899902,No
1573-LGXBA,57,Yes,One year,Yes,Credit card (automatic),97.55000305,5598,No
1764-VUUMT,66,Yes,Two year,No,Credit card (automatic),19.95000076,1269.099976,No
5073-WXOYN,60,No,Month-to-month,Yes,Electronic check,50.79999924,3027.399902,Yes
4713-ZBURT,45,Yes,Two year,No,Bank transfer (automatic),99.69999695,4634.350098,No
3050-GBUSH,3,No,Month-to-month,Yes,Credit card (automatic),34.79999924,113.9499969,No
0207-MDKNV,15,Yes,Month-to-month,No,Electronic check,105.0999985,1582.75,Yes
7876-AEHIG,51,No,One year,No,Bank transfer (automatic),60.15000153,3077,No
7945-HLKEA,60,Yes,One year,No,Electronic check,64.75,4039.5,No
9342-VNIMQ,33,Yes,Month-to-month,Yes,Bank transfer (automatic),54.65000153,1665.199951,No
9851-KIELU,10,Yes,Month-to-month,Yes,Electronic check,110.0999985,1043.300049,Yes
3523-BRGUW,26,Yes,One year,No,Credit card (automatic),19.29999924,504.2000122,No
3908-BLSYF,6,Yes,Month-to-month,No,Electronic check,83.90000153,497.5499878,Yes
3199-NPKCN,67,Yes,One year,Yes,Electronic check,111.25,7511.649902,No
5170-PTRKA,49,No,One year,Yes,Credit card (automatic),35.79999924,1782,No
4661-NJEUX,1,Yes,Month-to-month,Yes,Mailed check,20.04999924,20.04999924,No
2123-AGEEN,7,Yes,Month-to-month,Yes,Electronic check,84.34999847,609.6500244,No
1258-YMZNM,27,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.600098,No
0048-LUMLS,37,Yes,One year,No,Credit card (automatic),91.19999695,3247.550049,No
7549-MYGPK,63,Yes,Month-to-month,Yes,Electronic check,100.5500031,6215.350098,Yes
5898-IGSLP,31,Yes,Month-to-month,No,Electronic check,89.30000305,2823,No
3804-RVTGV,50,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8499985,5017.899902,Yes
6259-WJQLC,32,Yes,Month-to-month,Yes,Credit card (automatic),81.09999847,2619.25,No
9227-LUNBG,1,No,Month-to-month,No,Electronic check,24.60000038,24.60000038,Yes
7997-EASSD,63,Yes,One year,Yes,Credit card (automatic),81.19999695,4965.100098,No
0730-KOAVE,30,Yes,Month-to-month,Yes,Credit card (automatic),94.30000305,2679.699951,No
8975-SKGRX,71,Yes,Two year,Yes,Bank transfer (automatic),116.0999985,8310.549805,No
0678-RLHVP,53,Yes,Two year,No,Electronic check,105.5500031,5682.25,No
4315-MURBD,12,Yes,Month-to-month,Yes,Bank transfer (automatic),98.90000153,1120.949951,Yes
2267-FPIMA,50,Yes,Month-to-month,Yes,Credit card (automatic),94.40000153,4914.899902,No
1051-GEJLJ,2,Yes,Month-to-month,No,Mailed check,19.5,27.54999924,No
9734-YWGEX,9,Yes,Month-to-month,No,Credit card (automatic),98.30000305,923.5,Yes
2719-BDAQO,17,Yes,Month-to-month,No,Electronic check,93.84999847,1625.650024,Yes
5285-MVEHD,56,Yes,One year,Yes,Credit card (automatic),105.5999985,6068.649902,No
0379-DJQHR,67,Yes,Two year,No,Credit card (automatic),81.34999847,5398.600098,No
0781-LKXBR,9,Yes,Month-to-month,Yes,Electronic check,100.5,918.5999756,Yes
5543-QDCRY,4,Yes,Month-to-month,Yes,Electronic check,56.40000153,234.8500061,No
0297-RBCSG,19,Yes,One year,Yes,Bank transfer (automatic),65.34999847,1231.849976,No
4694-PHWFW,8,Yes,Month-to-month,No,Mailed check,19.95000076,170.8999939,No
0835-JKADZ,71,Yes,Two year,Yes,Electronic check,111.25,7984.149902,No
1907-UBQFC,10,Yes,Month-to-month,Yes,Electronic check,72.84999847,688.6500244,Yes
7508-SMHXL,15,Yes,Month-to-month,No,Credit card (automatic),89,1288.300049,No
3865-YIOTT,72,Yes,One year,Yes,Bank transfer (automatic),106.0999985,7848.5,No
5993-BQHEA,12,Yes,One year,No,Credit card (automatic),20.04999924,267,No
6024-RUGGH,72,Yes,Two year,Yes,Bank transfer (automatic),25.20000076,1798.900024,No
6513-EECDB,1,Yes,Month-to-month,Yes,Electronic check,73.55000305,73.55000305,Yes
3956-CJUST,23,Yes,Month-to-month,Yes,Bank transfer (automatic),75.40000153,1643.550049,No
4079-WWQQQ,72,No,Two year,Yes,Bank transfer (automatic),65.55000305,4807.450195,No
6103-BOCOU,26,Yes,Month-to-month,Yes,Electronic check,80.69999695,2193,No
5149-TGWDZ,21,Yes,One year,Yes,Mailed check,104.5500031,2239.399902,No
7471-WNSUF,60,Yes,One year,No,Bank transfer (automatic),24.14999962,1505.900024,No
8942-DBMHZ,12,Yes,Month-to-month,No,Mailed check,20.45000076,255.3500061,No
4301-VVZKA,16,Yes,Month-to-month,Yes,Electronic check,75.40000153,1189.400024,No
9199-PWQVC,63,Yes,One year,Yes,Credit card (automatic),79.69999695,4786.149902,No
4824-GUCBY,22,Yes,Month-to-month,No,Electronic check,81.69999695,1820.900024,No
5393-HJZSM,32,Yes,Month-to-month,No,Bank transfer (automatic),76.30000305,2404.149902,No
7074-IEVOJ,3,Yes,Month-to-month,Yes,Electronic check,79.40000153,205.0500031,Yes
9625-QSTYE,13,Yes,Month-to-month,Yes,Electronic check,81.15000153,952.2999878,Yes
0862-PRCBS,68,Yes,Two year,Yes,Credit card (automatic),103.75,7039.450195,No
8812-ZRHFP,30,Yes,One year,No,Electronic check,86.44999695,2538.050049,No
5146-CBVOE,16,Yes,Month-to-month,No,Bank transfer (automatic),75.09999847,1212.849976,No
0454-OKRCT,33,Yes,Two year,No,Bank transfer (automatic),80.59999847,2651.100098,No
5787-KXGIY,72,Yes,Two year,No,Credit card (automatic),19.29999924,1304.800049,No
4750-ZRXIU,4,Yes,Month-to-month,Yes,Electronic check,84.59999847,360.1000061,Yes
7590-VHVEG,1,No,Month-to-month,Yes,Electronic check,29.85000038,29.85000038,No
5575-GNVDE,34,Yes,One year,No,Mailed check,56.95000076,1889.5,No
3668-QPYBK,2,Yes,Month-to-month,Yes,Mailed check,53.84999847,108.1500015,Yes
7795-CFOCW,45,No,One year,No,Bank transfer (automatic),42.29999924,1840.75,No
9237-HQITU,2,Yes,Month-to-month,Yes,Electronic check,70.69999695,151.6499939,Yes
9305-CDSKC,8,Yes,Month-to-month,Yes,Electronic check,99.65000153,820.5,Yes
1452-KIOVK,22,Yes,Month-to-month,Yes,Credit card (automatic),89.09999847,1949.400024,No
6713-OKOMC,10,No,Month-to-month,No,Mailed check,29.75,301.8999939,No
7892-POOKP,28,Yes,Month-to-month,Yes,Electronic check,104.8000031,3046.050049,Yes
6388-TABGU,62,Yes,One year,No,Bank transfer (automatic),56.15000153,3487.949951,No
9763-GRSKD,13,Yes,Month-to-month,Yes,Mailed check,49.95000076,587.4500122,No
7469-LKBCI,16,Yes,Two year,No,Credit card (automatic),18.95000076,326.7999878,No
8091-TTVAX,58,Yes,One year,No,Credit card (automatic),100.3499985,5681.100098,No
0280-XJGEX,49,Yes,Month-to-month,Yes,Bank transfer (automatic),103.6999969,5036.299805,Yes
5129-JLPIS,25,Yes,Month-to-month,Yes,Electronic check,105.5,2686.050049,No
3655-SNQYZ,69,Yes,Two year,No,Credit card (automatic),113.25,7895.149902,No
8191-XWSZG,52,Yes,One year,No,Mailed check,20.64999962,1022.950012,No
9959-WOFKT,71,Yes,Two year,No,Bank transfer (automatic),106.6999969,7382.25,No
4190-MFLUW,10,Yes,Month-to-month,No,Credit card (automatic),55.20000076,528.3499756,Yes
4183-MYFRB,21,Yes,Month-to-month,Yes,Electronic check,90.05000305,1862.900024,No
8779-QRDMV,1,No,Month-to-month,Yes,Electronic check,39.65000153,39.65000153,Yes
1680-VDCWW,12,Yes,One year,No,Bank transfer (automatic),19.79999924,202.25,No
1066-JKSGK,1,Yes,Month-to-month,No,Mailed check,20.14999962,20.14999962,Yes
3638-WEABW,58,Yes,Two year,Yes,Credit card (automatic),59.90000153,3505.100098,No
6322-HRPFA,49,Yes,Month-to-month,No,Credit card (automatic),59.59999847,2970.300049,No
6865-JZNKO,30,Yes,Month-to-month,Yes,Bank transfer (automatic),55.29999924,1530.599976,No
6467-CHFZW,47,Yes,Month-to-month,Yes,Electronic check,99.34999847,4749.149902,Yes
8665-UTDHZ,1,No,Month-to-month,No,Electronic check,30.20000076,30.20000076,Yes
5248-YGIJN,72,Yes,Two year,Yes,Credit card (automatic),90.25,6369.450195,No
8773-HHUOZ,17,Yes,Month-to-month,Yes,Mailed check,64.69999695,1093.099976,Yes
3841-NFECX,71,Yes,Two year,Yes,Credit card (automatic),96.34999847,6766.950195,No
4929-XIHVW,2,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.6499939,No
6827-IEAUQ,27,Yes,One year,No,Mailed check,66.15000153,1874.449951,No
7310-EGVHZ,1,Yes,Month-to-month,No,Bank transfer (automatic),20.20000076,20.20000076,No
3413-BMNZE,1,Yes,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No
6234-RAAPL,72,Yes,Two year,No,Bank transfer (automatic),99.90000153,7251.700195,No
6047-YHPVI,5,Yes,Month-to-month,Yes,Electronic check,69.69999695,316.8999939,Yes
6572-ADKRS,46,Yes,Month-to-month,Yes,Credit card (automatic),74.80000305,3548.300049,No
5380-WJKOV,34,Yes,Month-to-month,Yes,Electronic check,106.3499985,3549.25,Yes
8168-UQWWF,11,Yes,Month-to-month,Yes,Bank transfer (automatic),97.84999847,1105.400024,Yes
8865-TNMNX,10,Yes,One year,No,Mailed check,49.54999924,475.7000122,No
9489-DEDVP,70,Yes,Two year,Yes,Credit card (automatic),69.19999695,4872.350098,No
9867-JCZSP,17,Yes,One year,No,Mailed check,20.75,418.25,No
4671-VJLCL,63,Yes,Two year,Yes,Credit card (automatic),79.84999847,4861.450195,No
4080-IIARD,13,Yes,Month-to-month,Yes,Electronic check,76.19999695,981.4500122,No
3714-NTNFO,49,Yes,Month-to-month,Yes,Electronic check,84.5,3906.699951,No
5948-UJZLF,2,Yes,Month-to-month,No,Mailed check,49.25,97,No
7760-OYPDY,2,Yes,Month-to-month,Yes,Electronic check,80.65000153,144.1499939,Yes
7639-LIAYI,52,Yes,Two year,Yes,Credit card (automatic),79.75,4217.799805,No
2954-PIBKO,69,Yes,Two year,Yes,Credit card (automatic),64.15000153,4254.100098,No
8012-SOUDQ,43,Yes,Month-to-month,Yes,Electronic check,90.25,3838.75,No
9420-LOJKX,15,Yes,Month-to-month,Yes,Credit card (automatic),99.09999847,1426.400024,Yes
6575-SUVOI,25,Yes,Month-to-month,Yes,Credit card (automatic),69.5,1752.650024,No
7495-OOKFY,8,Yes,Month-to-month,Yes,Credit card (automatic),80.65000153,633.2999878,Yes
4667-QONEA,60,Yes,One year,Yes,Credit card (automatic),74.84999847,4456.350098,No
1658-BYGOY,18,Yes,Month-to-month,Yes,Electronic check,95.44999695,1752.550049,Yes
8769-KKTPH,63,Yes,One year,Yes,Credit card (automatic),99.65000153,6311.200195,No
5067-XJQFU,66,Yes,One year,Yes,Electronic check,108.4499969,7076.350098,No
3957-SQXML,34,Yes,Two year,No,Credit card (automatic),24.95000076,894.2999878,No
5954-BDFSG,72,Yes,Two year,Yes,Credit card (automatic),107.5,7853.700195,No
0434-CSFON,47,Yes,Month-to-month,Yes,Electronic check,100.5,4707.100098,No
1215-FIGMP,60,Yes,Month-to-month,Yes,Bank transfer (automatic),89.90000153,5450.700195,No
0526-SXDJP,72,No,Two year,No,Bank transfer (automatic),42.09999847,2962,No
0557-ASKVU,18,Yes,One year,Yes,Credit card (automatic),54.40000153,957.0999756,No
5698-BQJOH,9,Yes,Month-to-month,No,Electronic check,94.40000153,857.25,Yes
5122-CYFXA,3,Yes,Month-to-month,Yes,Electronic check,75.30000305,244.1000061,No
8627-ZYGSZ,47,Yes,One year,Yes,Electronic check,78.90000153,3650.350098,No
3410-YOQBQ,31,Yes,Two year,No,Mailed check,79.19999695,2497.199951,No
3170-NMYVV,50,Yes,Two year,No,Bank transfer (automatic),20.14999962,930.9000244,No
