Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Location Type,Incident Address
31999934,11/16/2015 11:53:46 AM,11/17/2015 02:20:17 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,145-90 179 STREET
32002018,11/16/2015 11:47:25 AM,11/16/2015 11:51:25 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31999884,11/16/2015 11:44:14 AM,11/16/2015 01:22:43 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31994615,11/16/2015 11:40:50 AM,11/16/2015 06:08:48 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,1 STREET
31998809,11/16/2015 11:38:57 AM,11/16/2015 12:52:54 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
32000891,11/16/2015 11:38:55 AM,11/16/2015 03:23:18 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,171-74 46 AVENUE
31998907,11/16/2015 11:38:41 AM,11/16/2015 04:00:05 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1103 PARK PLACE
31995783,11/16/2015 11:31:09 AM,11/17/2015 01:12:13 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,103A MARCUS GARVEY BOULEVARD
31994725,11/16/2015 11:08:12 AM,11/16/2015 11:55:58 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,267 FERNSIDE PLACE
31998896,11/16/2015 11:03:17 AM,11/16/2015 03:25:39 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,29-10 14 STREET
31996804,11/16/2015 10:56:52 AM,11/16/2015 03:06:57 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,52-18 VAN LOON STREET
31999932,11/16/2015 10:51:20 AM,11/16/2015 11:21:28 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,80-41 87 ROAD
31996713,11/16/2015 10:49:07 AM,11/16/2015 12:11:49 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2890 EAST 196 STREET
31994735,11/16/2015 10:44:49 AM,11/17/2015 05:20:13 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,485 MARLBOROUGH ROAD
32001317,11/16/2015 10:29:17 AM,11/16/2015 12:50:41 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31996651,11/16/2015 10:26:13 AM,11/16/2015 02:12:41 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,MEEKER AVENUE
31996083,11/16/2015 10:21:04 AM,11/16/2015 11:04:11 AM,NYPD,New York City Police Department,Vending,Street/Sidewalk,295 GREENWICH STREET
31996711,11/16/2015 10:13:29 AM,11/16/2015 03:08:58 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2184 EAST 8 STREET
31999893,11/16/2015 10:12:02 AM,11/16/2015 11:46:49 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,1343 47 STREET
31998905,11/16/2015 10:08:14 AM,11/16/2015 10:16:02 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,86-15 101 STREET
31999885,11/16/2015 09:59:55 AM,11/16/2015 11:55:56 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,333 LOGAN AVENUE
31994755,11/16/2015 09:59:46 AM,11/16/2015 03:10:21 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2184 EAST 8 STREET
32000282,11/16/2015 09:58:00 AM,11/16/2015 03:06:56 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
32002112,11/16/2015 09:53:00 AM,11/16/2015 10:29:19 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,107-11 106 STREET
32002087,11/16/2015 09:46:28 AM,11/16/2015 10:03:46 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,150-12 25 AVENUE
32001856,11/16/2015 09:29:11 AM,11/17/2015 01:13:17 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
32002110,11/16/2015 09:27:37 AM,11/16/2015 12:09:34 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,LAKEWOOD PLACE
32000758,11/16/2015 09:22:53 AM,11/17/2015 01:12:11 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31996806,11/16/2015 09:21:13 AM,11/16/2015 10:36:53 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
32002109,11/16/2015 09:18:26 AM,11/16/2015 09:29:10 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,43 WASHINGTON PLACE
31998732,11/16/2015 09:18:21 AM,11/16/2015 03:12:08 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2040 COYLE STREET
31999927,11/16/2015 09:17:59 AM,11/16/2015 09:57:15 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1373 PUTNAM AVENUE
31995721,11/16/2015 09:15:42 AM,11/16/2015 04:54:45 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31995726,11/16/2015 09:12:45 AM,11/16/2015 03:32:44 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,450 KENT AVENUE
32001906,11/16/2015 09:07:24 AM,11/16/2015 02:47:02 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2417 ALBEMARLE ROAD
31997876,11/16/2015 08:54:21 AM,11/16/2015 09:05:44 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,101-33 98 STREET
31994783,11/16/2015 08:50:35 AM,11/16/2015 04:27:58 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1630 EAST 95 STREET
31996802,11/16/2015 08:46:31 AM,11/16/2015 11:39:44 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1595 EAST 174 STREET
31999933,11/16/2015 08:45:14 AM,11/16/2015 10:36:51 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,122-04 133 AVENUE
32002061,11/16/2015 08:43:02 AM,11/16/2015 05:11:08 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
32002016,11/16/2015 08:33:55 AM,11/16/2015 11:36:16 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,EVERGREEN AVENUE
31999926,11/16/2015 08:31:40 AM,11/16/2015 09:09:08 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,122-04 133 AVENUE
32002119,11/16/2015 08:12:24 AM,11/16/2015 08:54:58 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,212-12 26 AVENUE
31996607,11/16/2015 08:06:15 AM,11/16/2015 12:14:23 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31998906,11/16/2015 07:57:54 AM,11/16/2015 10:47:48 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,70-12 TROTTING COURS LANE
31994782,11/16/2015 07:34:01 AM,11/16/2015 10:19:33 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,224 JUSTIN AVENUE
31999935,11/16/2015 06:59:19 AM,11/16/2015 08:17:35 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,94-29 107 STREET
31994784,11/16/2015 06:56:07 AM,11/18/2015 02:46:54 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,4531 MUNDY LANE
31995727,11/16/2015 06:48:18 AM,11/16/2015 09:55:00 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31999773,11/16/2015 05:45:58 AM,11/16/2015 06:00:18 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,5 ASTER COURT
32001970,11/16/2015 03:44:53 AM,11/16/2015 07:00:53 AM,NYPD,New York City Police Department,Drinking,Club/Bar/Restaurant,308 FRONT STREET
31991227,11/15/2015 10:44:12 PM,11/16/2015 02:42:22 AM,NYPD,New York City Police Department,Drinking,Residential Building/House,9 GADSEN PLACE
31989191,11/15/2015 09:34:11 PM,11/15/2015 09:52:53 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1103 PARK PLACE
31989846,11/15/2015 08:52:20 PM,11/15/2015 10:45:59 PM,NYPD,New York City Police Department,Drinking,Residential Building/House,9 GADSEN PLACE
31991543,11/15/2015 08:47:08 PM,11/16/2015 12:35:08 AM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31989950,11/15/2015 08:33:45 PM,11/16/2015 01:14:04 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,GREENE AVENUE
31993397,11/15/2015 08:19:18 PM,11/16/2015 12:18:13 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,945 EAST 57 STREET
31991199,11/15/2015 08:00:00 PM,11/15/2015 09:16:53 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31991200,11/15/2015 07:43:35 PM,11/15/2015 10:02:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,196-14 67 AVENUE
31991940,11/15/2015 06:34:27 PM,11/15/2015 10:24:31 PM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,
31992539,11/15/2015 06:14:59 PM,11/15/2015 10:24:32 PM,NYPD,New York City Police Department,Drinking,Residential Building/House,25 GADSEN PLACE
31991879,11/15/2015 06:05:07 PM,11/16/2015 12:18:09 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1555 EAST 38 STREET
31991236,11/15/2015 05:47:27 PM,11/15/2015 10:24:31 PM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,
31989124,11/15/2015 05:45:58 PM,11/15/2015 06:07:43 PM,NYPD,New York City Police Department,Traffic,Roadway Tunnel,
31993341,11/15/2015 05:05:00 PM,11/15/2015 11:49:32 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,446 STATE STREET
31991185,11/15/2015 04:50:31 PM,11/15/2015 06:39:24 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31994109,11/15/2015 04:47:03 PM,11/15/2015 05:03:34 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31992677,11/15/2015 04:40:40 PM,11/15/2015 05:03:34 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31993399,11/15/2015 04:38:48 PM,11/15/2015 10:52:22 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,146-04 27 AVENUE
31991874,11/15/2015 04:38:10 PM,11/15/2015 07:01:18 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31992178,11/15/2015 04:36:47 PM,11/15/2015 11:32:41 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31992853,11/15/2015 04:18:28 PM,11/15/2015 05:23:30 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31993359,11/15/2015 03:50:11 PM,11/15/2015 08:15:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,17 WALKER COURT
31991309,11/15/2015 03:47:20 PM,11/15/2015 09:21:04 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31991501,11/15/2015 03:43:51 PM,11/15/2015 06:21:34 PM,NYPD,New York City Police Department,Vending,Store/Commercial,417 5 AVENUE
31993619,11/15/2015 03:41:58 PM,11/16/2015 03:53:22 AM,NYPD,New York City Police Department,Vending,Street/Sidewalk,52 EAST 14 STREET
31990536,11/15/2015 03:37:59 PM,11/16/2015 08:07:37 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,88-03 90 STREET
31989494,11/15/2015 03:25:41 PM,11/15/2015 09:59:32 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,5535 BROADWAY
31990586,11/15/2015 03:25:35 PM,11/15/2015 04:44:37 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31992676,11/15/2015 03:21:52 PM,11/15/2015 05:39:23 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,WEST 22 STREET
31989956,11/15/2015 03:07:03 PM,11/15/2015 07:52:32 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1500 TROY AVENUE
31994042,11/15/2015 03:07:00 PM,11/15/2015 10:45:56 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,25-71 48 STREET
31993324,11/15/2015 02:51:23 PM,11/16/2015 12:17:05 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1836 EAST 51 STREET
31993400,11/15/2015 02:49:03 PM,11/15/2015 08:12:22 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1842 EAST 51 STREET
31991291,11/15/2015 02:26:13 PM,11/15/2015 11:32:42 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,102 NORTH END AVENUE
31989347,11/15/2015 02:20:56 PM,11/16/2015 11:44:41 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31992611,11/15/2015 02:10:40 PM,11/16/2015 06:44:31 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,244-15 134 AVENUE
31991884,11/15/2015 02:01:47 PM,11/15/2015 03:00:17 PM,NYPD,New York City Police Department,Drinking,Store/Commercial,185 ROMA AVENUE
31989154,11/15/2015 01:51:18 PM,11/15/2015 07:00:14 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,50 WEST STREET
31992203,11/15/2015 01:48:55 PM,11/15/2015 03:13:01 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,JUNCTION BOULEVARD
31993313,11/15/2015 01:40:59 PM,11/15/2015 02:07:19 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,156 AVENUE
31989489,11/15/2015 12:57:24 PM,11/15/2015 01:15:24 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,5535 BROADWAY
31993969,11/15/2015 12:44:44 PM,11/15/2015 01:33:29 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1259 GREENE AVENUE
31990584,11/15/2015 12:25:57 PM,11/15/2015 12:33:44 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1435 OCEAN PARKWAY
31993401,11/15/2015 12:03:45 PM,11/15/2015 12:11:40 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2827 BROWN STREET
31991320,11/15/2015 11:59:42 AM,11/16/2015 12:47:51 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,3697 SECOR AVENUE
31992918,11/15/2015 11:39:45 AM,11/15/2015 01:22:56 PM,NYPD,New York City Police Department,Vending,Store/Commercial,5535 BROADWAY
31992608,11/15/2015 11:09:31 AM,11/15/2015 12:41:07 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,25 LOCUST STREET
31989206,11/15/2015 10:41:34 AM,11/15/2015 12:30:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31991914,11/15/2015 10:41:33 AM,11/15/2015 04:37:24 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1564 KIMBALL ROAD
31993360,11/15/2015 10:30:46 AM,11/15/2015 12:16:58 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,98 SACKETT STREET
31990612,11/15/2015 10:08:27 AM,11/15/2015 02:42:22 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,71-21 52 AVENUE
31989211,11/15/2015 09:59:32 AM,11/15/2015 02:28:29 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,VAN BUREN STREET
31994131,11/15/2015 09:22:41 AM,11/15/2015 09:38:33 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2800 BARKLEY AVENUE
31993229,11/15/2015 08:53:14 AM,11/15/2015 09:39:38 AM,NYPD,New York City Police Department,Traffic,Highway,
31992612,11/15/2015 08:47:49 AM,11/15/2015 01:10:53 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,267 FERNSIDE PLACE
31990532,11/15/2015 08:45:48 AM,11/15/2015 12:58:05 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31990620,11/15/2015 08:41:47 AM,11/15/2015 01:10:53 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,267 FERNSIDE PLACE
31991310,11/15/2015 08:36:44 AM,11/15/2015 03:30:49 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,243 LINDEN STREET
31990533,11/15/2015 08:10:52 AM,11/15/2015 09:40:44 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,77 KEEGANS LANE
31991952,11/15/2015 06:33:35 AM,11/15/2015 07:58:21 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,28 NORTH BURGHER AVENUE
31993970,11/15/2015 04:30:46 AM,11/15/2015 07:53:02 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,107-45 142 STREET
31976895,11/15/2015 02:13:30 AM,11/17/2015 10:35:43 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,143-23 95 AVENUE
31987695,11/15/2015 01:55:59 AM,11/15/2015 07:48:41 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31984553,11/14/2015 11:51:31 PM,11/15/2015 10:59:32 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31979949,11/14/2015 11:38:24 PM,11/15/2015 12:29:24 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31980027,11/14/2015 10:53:52 PM,11/14/2015 11:12:45 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31984534,11/14/2015 10:42:39 PM,11/15/2015 09:20:27 AM,NYPD,New York City Police Department,Traffic,Highway,
31987675,11/14/2015 10:22:20 PM,11/14/2015 10:57:28 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31984672,11/14/2015 10:00:05 PM,11/14/2015 10:10:50 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,48-38 61 STREET
31987829,11/14/2015 09:51:19 PM,11/15/2015 07:28:53 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,424 EAST 11 STREET
31978411,11/14/2015 09:32:46 PM,11/14/2015 10:49:54 PM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,
31980046,11/14/2015 09:12:52 PM,11/14/2015 10:10:52 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31984611,11/14/2015 09:09:18 PM,11/14/2015 09:28:59 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,24-34 33 STREET
31984673,11/14/2015 08:56:16 PM,11/16/2015 12:45:35 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1635 EAST 233 STREET
31986173,11/14/2015 08:26:02 PM,11/14/2015 09:23:32 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,168-20 104 AVENUE
31986076,11/14/2015 06:55:20 PM,11/14/2015 10:37:51 PM,NYPD,New York City Police Department,Drinking,Club/Bar/Restaurant,46-12 GREENPOINT AVENUE
31984560,11/14/2015 06:41:06 PM,11/14/2015 09:03:09 PM,NYPD,New York City Police Department,Drinking,Store/Commercial,1149 CASTLETON AVENUE
31976885,11/14/2015 06:39:32 PM,11/14/2015 10:48:41 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31976894,11/14/2015 05:34:32 PM,11/15/2015 07:40:56 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2042 HOBART AVENUE
31981525,11/14/2015 04:37:28 PM,11/14/2015 11:21:52 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,62-51 65 STREET
31983017,11/14/2015 04:28:58 PM,11/14/2015 05:20:58 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,259 84 STREET
31983072,11/14/2015 04:08:25 PM,11/15/2015 06:41:18 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,611 20 STREET
31986063,11/14/2015 04:01:32 PM,11/14/2015 10:28:09 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31984649,11/14/2015 03:59:14 PM,11/14/2015 05:54:11 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,WEST 43 STREET
31981591,11/14/2015 03:58:24 PM,11/14/2015 11:41:26 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31983173,11/14/2015 03:54:24 PM,11/14/2015 09:23:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,980 EAST 48 STREET
31987674,11/14/2015 03:46:23 PM,11/14/2015 04:17:36 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31981598,11/14/2015 03:00:38 PM,11/14/2015 06:05:40 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,18 WHITWELL PLACE
31984555,11/14/2015 02:49:27 PM,11/14/2015 03:23:46 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,76-10 97 AVENUE
31986047,11/14/2015 02:43:46 PM,11/14/2015 06:56:35 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,30-68 45 STREET
31981526,11/14/2015 02:40:42 PM,11/14/2015 07:28:21 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,204-28 47 ROAD
31976887,11/14/2015 02:31:26 PM,11/14/2015 03:00:05 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,600 WEST 133 STREET
31981573,11/14/2015 02:23:24 PM,11/14/2015 03:14:08 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31981620,11/14/2015 01:41:32 PM,11/14/2015 01:50:29 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,4450 BEDFORD AVENUE
31981481,11/14/2015 01:14:12 PM,11/14/2015 07:39:55 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,114-46 174 STREET
31986216,11/14/2015 01:03:17 PM,11/14/2015 07:18:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,22-14 71 STREET
31980503,11/14/2015 01:01:17 PM,11/14/2015 03:41:44 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,6 AVENUE
31983079,11/14/2015 12:52:04 PM,11/14/2015 01:49:27 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,431 QUINCY AVENUE
31981619,11/14/2015 12:35:17 PM,11/14/2015 02:05:23 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,55TH AVENUE
31980478,11/14/2015 12:27:14 PM,11/14/2015 06:13:10 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,580 WEST 207 STREET
31978502,11/14/2015 12:23:15 PM,11/14/2015 01:36:42 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31978947,11/14/2015 12:19:25 PM,11/14/2015 06:13:09 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,570 WEST 207 STREET
31987763,11/14/2015 12:13:07 PM,11/15/2015 08:44:52 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31978530,11/14/2015 12:09:03 PM,11/14/2015 01:30:16 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,75 AVENUE
31980058,11/14/2015 12:07:48 PM,11/14/2015 05:26:30 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,228-18 139 AVENUE
31984667,11/14/2015 11:56:56 AM,11/14/2015 01:25:05 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,104-15 92 AVENUE
31987731,11/14/2015 11:56:38 AM,11/14/2015 01:32:23 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,928 MOTHER GASTON BOULEVARD
31981597,11/14/2015 11:47:26 AM,11/14/2015 01:37:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,4923 8 AVENUE
31987608,11/14/2015 11:38:19 AM,11/14/2015 12:39:04 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31980057,11/14/2015 11:09:16 AM,11/14/2015 05:33:10 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,EAST 54 STREET
31988064,11/14/2015 10:49:25 AM,11/14/2015 01:22:57 PM,NYPD,New York City Police Department,Vending,Store/Commercial,1317 BROADWAY
31984671,11/14/2015 10:40:15 AM,11/14/2015 01:19:47 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,50 FRANKLIN AVENUE
31978504,11/14/2015 10:22:13 AM,11/14/2015 01:28:11 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,73-19 197 STREET
31976901,11/14/2015 10:14:39 AM,11/14/2015 10:36:55 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,101-51 115 STREET
31979962,11/14/2015 09:50:14 AM,11/14/2015 10:35:51 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,678 ROCKAWAY PARKWAY
31978503,11/14/2015 09:29:37 AM,11/14/2015 03:58:31 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,768 5 AVENUE
31987764,11/14/2015 09:25:34 AM,11/14/2015 11:10:39 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,18 ALICE COURT
31984610,11/14/2015 09:08:05 AM,11/15/2015 12:27:13 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31987609,11/14/2015 04:39:42 AM,11/14/2015 08:05:39 AM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,
31976899,11/14/2015 03:54:14 AM,11/14/2015 07:18:10 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,300 WEST 135 STREET
31976446,11/14/2015 12:50:06 AM,11/15/2015 08:45:57 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,107-12 134 STREET
31974384,11/13/2015 11:25:53 PM,11/14/2015 02:13:22 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,19 ALTOONA AVENUE
31972909,11/13/2015 10:25:47 PM,11/14/2015 08:13:06 AM,NYPD,New York City Police Department,Drinking,Residential Building/House,27 GADSEN PLACE
31974882,11/13/2015 10:01:42 PM,11/13/2015 10:23:18 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31973546,11/13/2015 10:00:18 PM,11/14/2015 08:13:07 AM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,
31974309,11/13/2015 09:47:58 PM,11/14/2015 11:18:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,71-30 66 ROAD
31974881,11/13/2015 09:24:47 PM,11/14/2015 08:14:10 AM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,
31975018,11/13/2015 09:09:56 PM,11/14/2015 12:33:23 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,55TH AVENUE
31974366,11/13/2015 08:54:38 PM,11/13/2015 09:11:21 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31971069,11/13/2015 08:01:07 PM,11/14/2015 04:19:46 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,204-28 47 ROAD
31972572,11/13/2015 07:23:23 PM,11/13/2015 09:52:28 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,295 GREENWICH STREET
31975815,11/13/2015 06:30:44 PM,11/14/2015 02:05:35 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,90-20 170 STREET
31975110,11/13/2015 06:28:49 PM,11/14/2015 10:55:48 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
