name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chicago,2016-03-13,9.4,6.5,8,7.8,4.3,5.8,6.5,90.7,17.15,100,79.17,rain,0,0,35.9,25.7,54.6,1009.1,100,7.5,48.3,3.9,2,,2016-03-13T07:04:47,2016-03-13T18:55:29,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-14,11.6,6.7,8.4,11.6,4.3,7.4,6.3,87,2.81,100,25,rain,0,0,,14.5,26.4,1006.2,98.5,11.7,158.6,13.7,5,,2016-03-14T07:03:05,2016-03-14T18:56:37,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-15,16.2,8.1,11.6,16.2,6.9,10.9,8.2,79.7,1.79,100,8.33,rain,0,0,51.4,37.3,100.9,1004.9,95.5,10.7,149.4,12.8,7,,2016-03-15T07:01:23,2016-03-15T18:57:45,0.24,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-16,14,9,11.4,14,4.7,10.1,3,59,5.63,100,41.67,rain,0,0,80,54.2,246.9,1001.6,77.1,15.2,238.5,20.8,8,,2016-03-16T06:59:41,2016-03-16T18:58:53,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-17,13.1,5.7,9.4,13.1,1.8,7.6,-2.7,43.6,0,0,0,,0,0,56.6,37.7,262.3,1010.8,29,16,233.4,20,8,,2016-03-17T06:57:59,2016-03-17T19:00:01,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-18,7.9,1.3,4.7,6.2,-2.8,1.2,-2.3,61.1,0,0,0,,0,0,40,26.6,345.9,1018.2,51.1,16,229.2,19.8,8,,2016-03-18T06:56:16,2016-03-18T19:01:09,0.39,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-19,6.9,1.9,3.8,4.7,-1.8,0.7,-1.5,68.8,0,0,0,,0,0,,20.5,40,1021.8,92,16,162.8,14.1,6,,2016-03-19T06:54:34,2016-03-19T19:02:16,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-20,6.4,0.2,3.4,3.2,-4.4,-0.1,-3.8,60.4,0,0,0,,0,0,40.7,25.8,25.7,1022.3,61.1,16,233.5,20.2,8,,2016-03-20T06:52:51,2016-03-20T19:03:24,0.46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-21,9.5,-0.1,4.8,7.8,-3.2,2.7,-4.8,51.8,0,0,0,,0,0,,15.2,254.2,1020.3,46.7,16,225.7,19.5,8,,2016-03-21T06:51:08,2016-03-21T19:04:31,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-22,18.3,6.7,11.7,18.3,2.9,10.2,0.5,47.1,0.24,100,4.17,rain,0,0,44.6,31.1,212.4,1008.1,81.4,16,158.7,13.7,7,,2016-03-22T06:49:25,2016-03-22T19:05:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-23,9.8,4,5.1,7.1,-0.8,1.1,2.2,81.5,1.82,100,29.17,rain,0,0,40.1,27.3,29.1,1010.2,98.8,10.4,57.9,5,3,,2016-03-23T06:47:42,2016-03-23T19:06:45,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-24,3.8,-0.4,2.5,1.2,-6.8,-2.1,1.1,90.9,25.76,100,79.17,"rain,snow",0,0,52,33.8,355.8,1003.7,99.1,8.2,84.5,7.5,5,,2016-03-24T06:45:59,2016-03-24T19:07:52,0.51,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-25,7.2,-0.8,2.5,5.4,-7.2,-0.3,-3.1,67.3,0.03,100,4.17,"rain,snow",0,0,42.5,26.9,22.4,1018,53.8,16,258.6,22.3,8,,2016-03-25T06:44:17,2016-03-25T19:08:58,0.52,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-26,11.9,0.9,6.2,11.9,-1.8,4.4,0.4,67.5,0,0,0,,0,0,29.5,22.8,114.5,1020.8,64.8,15.8,237.7,20.5,8,,2016-03-26T06:42:34,2016-03-26T19:10:05,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-27,18,5,9.2,18,2.6,7.8,3.7,70.2,4.76,100,16.67,rain,0,0,45,28.9,270.4,1013.7,73.2,15.1,206.1,17.6,7,,2016-03-27T06:40:51,2016-03-27T19:11:12,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-28,10.8,4,7.3,10.8,2.1,4.8,1.9,68.9,0,0,0,,0,0,38.9,27,323.6,1018.1,77.2,16,261.8,22.9,8,,2016-03-28T06:39:09,2016-03-28T19:12:18,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-29,14.7,1.4,7.9,14.7,1.3,7.2,-1.3,56.6,0,0,0,,0,0,35.3,21.4,116.6,1025,40.2,15.6,267.3,23.1,9,,2016-03-29T06:37:26,2016-03-29T19:13:25,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-30,15.8,7.5,11.3,15.8,4.5,10.2,3.9,61.5,6.85,100,29.17,rain,0,0,56.5,36.9,177.9,1010.6,95.5,14.9,144.6,12.6,5,,2016-03-30T06:35:44,2016-03-30T19:14:31,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-03-31,19,8.8,15,19,6.3,14.8,10.7,76.2,4.28,100,54.17,rain,0,0,58.2,35.4,228,995.6,94.8,15.2,129.3,11.3,5,,2016-03-31T06:34:02,2016-03-31T19:15:37,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-01,9.6,4,6.3,7.1,-0.7,3.8,1.6,72.5,3,100,37.5,rain,0,0,66.6,26.7,287.5,1006.7,83.9,15.6,170.4,14.6,6,,2016-04-01T06:32:21,2016-04-01T19:16:44,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-02,4.1,-0.4,1.6,-1.2,-5.2,-4.1,-5.9,58.3,0.41,100,16.67,"rain,snow",0,0,79.6,50,289.6,1007.9,56.1,14.2,183.4,15.6,6,,2016-04-02T06:30:39,2016-04-02T19:17:50,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-03,22.1,-2,8.7,22.1,-5.2,6.8,-3.5,44.1,0,0,0,,0,0,66.3,43.8,219.8,1010.3,63.1,16,272,23.5,9,,2016-04-03T06:28:58,2016-04-03T19:18:56,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-04,4.7,-0.4,1.5,-0.4,-5.7,-3.8,-4,67,0,0,0,,0,0,52.7,33.8,7.4,1020.5,98.9,15.3,188.8,16.1,6,,2016-04-04T06:27:17,2016-04-04T19:20:02,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-05,7.6,-2.3,2.9,4.1,-5.2,-0.6,-6.7,51,0.62,100,8.33,rain,0,0,40.2,23.7,132.5,1028,51.4,15.9,283.5,24.5,9,,2016-04-05T06:25:37,2016-04-05T19:21:08,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-06,9.8,6.1,8,7.6,2.7,5.1,3.8,75.8,10.3,100,79.17,rain,0,0,38.9,25.4,217.9,1003.8,99.8,12.6,58.1,5.1,3,,2016-04-06T06:23:57,2016-04-06T19:22:15,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-07,6.9,2.5,4.2,3.5,-3,-0.2,-1.1,69.1,0.84,100,20.83,rain,0,0,44.9,31.2,320.3,1005.7,99.2,15.1,137.7,11.8,5,,2016-04-07T06:22:18,2016-04-07T19:23:21,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-08,5.7,-1.2,2.8,1.2,-6.8,-1.4,-3.4,65.2,1.75,100,20.83,rain,1.9,0.6,56.9,35.9,302.7,1010.8,88.7,14.2,130.5,11.2,5,,2016-04-08T06:20:39,2016-04-08T19:24:27,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-09,2.6,-4.7,-0.8,1.9,-11.6,-6.2,-10.2,50.2,0.13,100,4.17,"rain,snow",1.2,2.2,59,33.7,11.8,1023,37.2,15.6,279.8,24.3,9,,2016-04-09T06:19:00,2016-04-09T19:25:33,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-10,10.4,0.8,5.2,10.4,-4.6,1.2,0.3,71.8,3.04,100,62.5,"rain,snow",0,0.2,48.1,30.6,179.1,1012.4,99,12.6,78.5,7,3,,2016-04-10T06:17:22,2016-04-10T19:26:39,0.07,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-11,10.8,5.3,8.9,10.8,2.4,6.9,0.6,60.4,0.07,100,8.33,rain,0,0,46.6,31.3,287.6,1012.8,68.9,14.2,219.4,19,7,,2016-04-11T06:15:45,2016-04-11T19:27:46,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-12,7.2,0.7,4.2,5.1,-2.7,1.3,-5.7,49,0,0,0,,0,0,31.7,21,48.2,1027.1,4.9,16,301.9,26.2,9,,2016-04-12T06:14:08,2016-04-12T19:28:52,0.16,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-13,12.6,2.3,7.3,12.6,0.2,6,-2,52.7,0,0,0,,0,0,27.7,23,96.5,1026.7,71.2,16,297.1,25.8,9,,2016-04-13T06:12:31,2016-04-13T19:29:58,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-14,15.9,4.5,9.9,15.9,2,8.8,-2.4,44.6,0,0,0,,0,0,25.9,20,98.3,1024.5,24.8,16,286.6,24.8,9,,2016-04-14T06:10:56,2016-04-14T19:31:04,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-15,19.8,6.9,12.8,19.8,4.8,12.2,0.6,44.6,0,0,0,,0,0,,19.6,81.9,1023.3,14.1,16,299.2,25.7,9,,2016-04-15T06:09:21,2016-04-15T19:32:10,0.32,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-16,23.8,8.1,15.7,23.8,7,15.5,4,47.9,0,0,0,,0,0,,21.8,68.8,1025.3,9.3,16,296.3,25.5,9,,2016-04-16T06:07:47,2016-04-16T19:33:17,0.36,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-17,26.3,10.2,18,26.3,10.2,18,3.8,41.6,0,0,0,,0,0,,23.4,78.8,1027.6,16.9,16,298.4,25.7,9,,2016-04-17T06:06:13,2016-04-17T19:34:23,0.41,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-18,27.9,11.7,19.7,26.7,11.7,19.5,4,38.1,0,0,0,,0,0,,19.1,105.5,1024.6,59.3,16,293.3,25.3,9,,2016-04-18T06:04:41,2016-04-18T19:35:29,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-19,15.3,8.4,11.6,15.3,5.8,11,5,64,0,0,0,,0,0,42.5,28.1,28.2,1022.8,90.2,16,160.4,13.8,5,,2016-04-19T06:03:09,2016-04-19T19:36:35,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-20,21.7,11.5,16.3,21.7,11.5,16.3,6.1,52.7,7.44,100,16.67,rain,0,0,35.3,23.8,131.5,1017.6,85.7,15,236.9,20.3,8,,2016-04-20T06:01:38,2016-04-20T19:37:41,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-21,21.3,13.5,16.6,21.3,13.5,16.6,10.7,71.4,2.59,100,12.5,rain,0,0,51.9,32.1,232.5,1009.8,89.2,12.4,130,11.4,5,,2016-04-21T06:00:08,2016-04-21T19:38:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-22,13.8,6.4,9.5,13.8,2.4,7.6,4.9,73.4,0,0,0,,0,0,47.9,28.2,10.2,1016.4,68.1,14.3,158.8,13.8,5,,2016-04-22T05:58:39,2016-04-22T19:39:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-23,15,4.9,9.8,15,2.6,8.6,3.3,65,0,0,0,,0,0,,17.3,60.9,1021,44.8,16,303.9,26.2,9,,2016-04-23T05:57:10,2016-04-23T19:41:00,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-24,25.5,7.1,16.7,25.5,6.3,16.4,7.5,56.6,0,0,0,,0,0,35.3,22.1,166.6,1013.9,62.4,16,282.9,24.6,9,,2016-04-24T05:55:43,2016-04-24T19:42:06,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-25,28,16.3,22.5,27.6,16.3,22.4,11.5,50.8,0.86,100,16.67,rain,0,0,49.9,32.4,205.7,1005.2,77.6,16,262.3,22.7,9,,2016-04-25T05:54:17,2016-04-25T19:43:12,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-26,22.3,6.6,9.1,22.3,2.2,6.1,5.4,78.5,0,0,0,,0,0,46,31,28.4,1010.4,91.3,12.1,139.3,12,5,,2016-04-26T05:52:51,2016-04-26T19:44:18,0.58,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-27,9.5,6.2,7.6,7.1,2,4,3.8,77.4,7.15,100,29.17,rain,0,0,47.9,34.8,56.7,1012.6,98.5,14.5,134.8,11.7,5,,2016-04-27T05:51:27,2016-04-27T19:45:23,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-28,9.9,6.7,8,7.5,3.2,5.3,5,81.8,12.74,100,29.17,rain,0,0,35.3,21.7,47.5,1012.5,99.8,11.5,131.9,11.3,4,,2016-04-28T05:50:04,2016-04-28T19:46:29,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-29,9.9,6.3,7.6,7.7,3.5,5.1,4.1,78.6,0.11,100,8.33,rain,0,0,,19.3,16.3,1019.1,98.5,11.6,172.9,15,7,,2016-04-29T05:48:42,2016-04-29T19:47:35,0.72,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-04-30,9.5,6.8,7.9,6.8,3.1,4.7,5.1,82.4,16.94,100,58.33,rain,0,0,48,33.7,66.8,1016.2,98.7,9.2,70.3,6.1,3,,2016-04-30T05:47:21,2016-04-30T19:48:40,0.77,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-01,10,6.7,8,10,3.3,5.2,6.5,90,10.81,100,33.33,rain,0,0,38.9,26,28.7,1015.1,100,7.9,176.5,15.2,7,,2016-05-01T05:46:02,2016-05-01T19:49:46,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-02,14.1,6.9,10.3,14.1,3.3,9,2.5,60.6,0.1,100,4.17,rain,0,0,47.9,28.3,33.8,1017.2,68.1,15.9,288.1,24.7,9,,2016-05-02T05:44:44,2016-05-02T19:50:51,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-03,19.4,5.4,13.5,19.4,4.9,13.4,2.5,50,0,0,0,,0,0,35.3,26.6,259.6,1012.3,57.4,16,306.6,26.4,9,,2016-05-03T05:43:27,2016-05-03T19:51:56,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-04,15.5,6.5,9.5,15.5,2.7,6.8,3.7,68,9.98,100,25,rain,0,0,53,29.1,359.7,1007.6,93.8,14.6,245.8,21.1,7,,2016-05-04T05:42:11,2016-05-04T19:53:00,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-05,15.6,5.3,10.3,15.6,1.3,8.6,2.6,59.7,0,0,0,,0,0,51.9,31.6,18.4,1014.8,44,16,313.8,27,9,,2016-05-05T05:40:56,2016-05-05T19:54:05,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-06,28.2,7.8,18.2,27.1,7.5,18,5.8,48.1,0,0,0,,0,0,33.5,18.5,248.8,1012.4,49.9,16,289.8,25,9,,2016-05-06T05:39:43,2016-05-06T19:55:09,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-07,21.6,11.1,16.2,21.6,11.1,16.2,2.7,42.2,0.21,100,12.5,rain,0,0,61.8,45.6,352,1008.4,77.1,16,254.3,22,9,,2016-05-07T05:38:32,2016-05-07T19:56:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-08,20.1,7.1,14.1,20.1,7.1,14.1,1.2,42.9,0,0,0,,0,0,,17.1,183.8,1013.3,57.8,16,323.4,27.9,9,,2016-05-08T05:37:21,2016-05-08T19:57:17,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-09,15,10.4,12.9,15,10.4,12.9,7.6,71.2,10.37,100,20.83,rain,0,0,47.9,27.5,116.3,1014.2,98.7,13.3,94.9,8.2,3,,2016-05-09T05:36:13,2016-05-09T19:58:20,0.05,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-10,19.4,11.6,14.3,19.4,11.6,14.3,12.7,90.4,17.63,100,62.5,rain,0,0,40.7,22.9,101,1012.3,98.7,5.9,193.6,16.7,7,,2016-05-10T05:35:05,2016-05-10T19:59:23,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-11,19.6,12.1,15.2,19.6,12.1,15.2,13.2,88.1,0.29,100,4.17,rain,0,0,,13.7,69.5,1016,78.1,6,324.1,27.9,9,,2016-05-11T05:34:00,2016-05-11T20:00:25,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-12,21.2,12.8,17.1,21.2,12.8,17.1,12.3,75.3,21.62,100,25,rain,0,0,45.4,28.2,272.6,1013.2,85,11.7,189.2,16.4,6,,2016-05-12T05:32:55,2016-05-12T20:01:27,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-13,19.2,9.8,14.3,19.2,8.3,14.3,7.1,63.7,14.63,100,25,rain,0,0,51.9,33,278.7,1013.9,56.4,14.7,304.2,26.2,10,,2016-05-13T05:31:53,2016-05-13T20:02:29,0.24,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-14,8.5,5.8,7.4,5.9,1.8,3.9,-0.1,60.2,2.29,100,8.33,rain,0,0,51.8,31.2,310.9,1015.1,97.1,15.7,271,23.3,7,,2016-05-14T05:30:52,2016-05-14T20:03:30,0.28,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-15,13.2,2.9,8.7,13.2,1.3,7.4,-2.7,46.5,0,0,0,,0,0,42.8,29.5,298.4,1019.8,48.6,16,350.1,30.3,10,,2016-05-15T05:29:52,2016-05-15T20:04:31,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-16,20.7,8.1,14.7,20.7,5.6,13.9,2.5,45,0,0,0,,0,0,41.8,27.3,231.4,1019.5,57.7,16,268.5,23.3,9,,2016-05-16T05:28:55,2016-05-16T20:05:31,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-17,14.4,9.7,11.7,14.4,7.9,11.6,4,60.2,0.54,100,16.67,rain,0,0,35.3,23.2,2.1,1023,92.8,16,180,15.5,5,,2016-05-17T05:27:59,2016-05-17T20:06:30,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-18,17.8,6.7,12,17.8,4.9,11.5,3.3,55.5,0,0,0,,0,0,,22.4,24.2,1023.5,49.5,16,296.7,25.8,8,,2016-05-18T05:27:05,2016-05-18T20:07:29,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-19,19.9,6.2,14.2,19.9,6.2,14.2,-0.2,41.2,0,0,0,,0,0,25.9,16.8,71.1,1022.5,23.9,16,352.6,30.4,10,,2016-05-19T05:26:12,2016-05-19T20:08:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-20,19.6,10.8,15.5,19.6,10.8,15.5,3.9,46.9,0,0,0,,0,0,,20.3,54.3,1020.6,80.1,16,172.2,14.9,7,,2016-05-20T05:25:21,2016-05-20T20:09:24,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-21,23.6,12.8,18.2,23.6,12.8,18.2,1.8,34.8,0,0,0,,0,0,38.9,25.7,20.1,1018.9,50.6,16,327.3,28.3,10,,2016-05-21T05:24:33,2016-05-21T20:10:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-22,24.8,12.4,19,24.8,12.4,19,5.6,42.8,0,0,0,,0,0,,18.3,27.2,1017.5,22.8,16,345.2,29.9,10,,2016-05-22T05:23:46,2016-05-22T20:11:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-23,28.2,11.6,20.4,26.8,11.6,20.2,4.9,40.5,0,0,0,,0,0,29.5,20.6,148.7,1015,28.5,16,358.3,31.1,10,,2016-05-23T05:23:00,2016-05-23T20:12:11,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-24,31.2,17.4,24.5,29.4,17.4,24,9,38.5,0,0,0,,0,0,41.8,27.8,205.1,1013.9,69.3,16,334.5,28.9,10,,2016-05-24T05:22:17,2016-05-24T20:13:05,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-25,30.9,19.2,23.8,30.3,19.2,23.8,16.2,64.8,25.07,100,25,rain,0,0,65.6,28.2,164.6,1013.7,81.3,17.2,253.5,22.1,8,,2016-05-25T05:21:36,2016-05-25T20:13:58,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
